G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	0.1193946	0.0000000	0.7499616	1.0784634	0.8360463	0.1727424	0.7647714	1.1814496	0.9187904
0.6834006	0.0000976	0.0007519	0.8491397	0.9878535	0.8697454	0.2520052	0.8169277	1.0551882	0.9165453
1.0102693	0.0018426	1.0192852	0.1577578	0.6428390	0.9944784	0.0000000	0.0644343	0.9181137	1.1276430
0.7684539	0.0028066	0.8528984	0.3140457	0.6130057	0.9883900	0.2204960	0.0000000	0.9505515	1.0106672
1.0768080	0.9609238	0.0000000	0.4225214	1.0147672	0.2418119	0.0000000	0.0755831	1.0173961	0.9658165
0.4213282	0.7847644	0.0000000	0.4223322	1.0083045	0.2550263	0.3994090	0.0000000	0.9412061	0.9592023
0.0735461	0.4680078	0.0309316	1.0214452	0.0000000	0.0003622	1.0171014	1.0073532	0.9520435	0.9812469
0.3950870	0.4341603	0.7826544	0.6879948	0.0003548	0.3461567	0.4390864	1.0716143	0.0000000	0.9981066
0.2247432	0.4332051	0.6375577	0.7800874	0.0009110	0.3339609	0.6032634	0.9685040	1.0663368	0.0011624
0.7293084	1.0199612	0.0482156	0.8179574	1.0641917	0.0000000	0.2092051	0.8171531	0.0000000	0.9833220
