G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.3003999	0.6238074	0.2358798	0.3873223	0.0212683	0.0361162	0.0227488	0.8922352	0.9640678	0.6179758
0.1647891	0.8381683	0.7191090	0.0292619	0.0000874	0.0159521	0.0246658	0.9548389	0.9978580	1.0000000
0.9895957	0.8014187	0.5707108	0.2321691	0.0968983	0.1312161	0.0129013	0.6629372	0.1545652	0.9500604
0.2922119	0.5919284	0.0675689	0.7683367	0.4915988	0.9720981	0.1841930	0.1823747	0.9645177	0.4081492
0.6075068	0.5111163	0.5453908	0.2439958	0.0309473	0.0002961	0.0054579	0.9984606	0.6119082	0.9215617
0.3047527	0.4564911	0.6098269	0.2198304	0.0001304	0.0000140	0.0239323	0.9997739	0.8611248	1.0000000
0.3568659	0.6636894	0.6744338	0.0848027	0.2273220	0.6155061	0.1785601	0.1842273	0.8884901	1.0000000
0.4147321	0.8915147	0.7203045	0.1947083	0.0000588	0.0465878	0.0266422	0.8608063	0.8036472	1.0000000
0.2907400	0.7646485	0.6346231	0.2126365	0.0446467	0.7267037	0.2837358	0.1775049	0.9696301	1.0000000
0.8999086	0.8959894	0.4513967	0.3083266	0.1563489	0.2846483	0.0323755	0.4453484	0.3912573	0.8233944
