G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.9634144	0.0000000	0.0000000	0.9517226	0.0671567	0.9979001	0.0150942	1.0554893	1.0132879	1.0217979
0.0000000	0.0069963	0.6028750	1.0191725	0.0000000	0.9960465	0.0095461	0.9594777	0.9960210	1.0487469
1.0325495	0.0000000	0.6521215	0.0000000	0.3292746	0.9883670	0.0198571	1.0369966	1.0951814	1.0387793
0.9033015	0.0000000	0.9143852	1.0616588	0.6752641	0.0000000	0.0113334	1.0114344	0.9995431	1.0187815
1.0041653	0.0000000	1.0051585	1.0497033	0.6057237	1.0798925	0.0000000	0.9688130	0.9609293	1.0151739
1.0341859	0.0000000	0.9962449	1.1147625	1.0123019	1.0827207	0.0109517	1.0031627	0.0000000	0.9777496
1.0660027	0.0230404	0.0000000	0.0000000	0.0666173	1.1369792	0.0292782	1.0651646	1.0136540	0.9831323
1.1295166	0.2455891	0.0000000	0.9210648	0.0994219	1.0360729	0.0776469	1.0010624	0.0000000	0.8653870
1.0748052	0.0072637	0.0511192	0.0000000	0.0000000	1.0237921	0.0090194	1.0381692	1.0205234	1.0114594
1.0511991	0.9879554	0.6440832	0.0000000	0.7755230	0.7620789	0.5700025	0.3704044	0.0000000	1.0899749
