G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.2901975	0.7178749	0.4086205	0.1357021	0.0593290	0.0498372	0.0344487	0.5332601	0.1410694	0.5558299
0.6702552	0.3313748	0.5143673	0.1124118	0.0299237	0.0687447	0.0327959	0.5606969	0.1887465	0.8011757
0.6986994	0.6951058	0.3120335	0.3598432	0.0423609	0.1220355	0.0230595	0.5873078	0.1833514	0.6889255
0.6689128	0.8326632	0.3787146	0.0838755	0.0515775	0.0328656	0.0214324	0.5805946	0.3100481	0.6077608
0.7940369	0.6553155	0.5004234	0.2103795	0.0142555	0.0643370	0.0253698	0.5462494	0.2435264	0.6769724
0.3214111	0.7764233	0.5863376	0.1414880	0.0375758	0.0265999	0.0424101	0.5688101	0.6546139	0.8913742
0.6892852	0.6590187	0.4873641	0.1730334	0.0523552	0.0421187	0.0078276	0.4675101	0.3547864	0.6515557
0.3873541	0.7940213	0.4011036	0.1830856	0.0741335	0.0341534	0.0457260	0.3543886	0.4323910	0.5676604
0.6617060	0.8555115	0.5494014	0.1723034	0.0691209	0.0508156	0.0270051	0.6162425	0.2179372	0.7982163
0.5552839	0.6086474	0.1283545	0.4340522	0.1017214	0.0609430	0.0261509	0.5326242	0.3371627	0.3660411
