G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	0.3920238	0.4371316	0.0313713	0.6671164	0.2848595	0.0000000	0.6202829	0.6707064	0.6538814
0.0000000	0.3725740	0.3787807	0.0441117	0.6724170	0.3435420	0.4573172	0.7955427	0.6038437	0.0000000
0.6960126	0.1050219	0.0525111	0.3441408	0.1762763	0.3192805	0.0000000	0.7854776	0.7281502	0.0000000
0.0000000	0.3208356	0.0000000	0.0564316	0.6779810	0.3030501	0.6410116	0.7240915	0.6569681	0.6292840
0.0022870	0.3135047	0.6197969	0.0000000	0.5686977	0.3581620	0.1826689	0.6548741	0.7726311	0.6876218
0.0000000	0.4455669	0.2591625	0.4255116	0.5994813	0.0000000	0.6545923	0.6767297	0.6600777	0.6075708
0.0000000	0.6697204	0.2546114	0.3711272	0.6939491	0.7975460	0.6554056	0.0000000	0.6150976	0.8356676
0.5331983	0.1560410	0.0000000	0.4939559	0.1508691	0.3460387	0.0000000	0.7254828	0.6979466	0.5869656
0.6951530	0.0961207	0.0000000	0.4233433	0.0808958	0.3384163	0.7229832	0.7091459	0.6749281	0.0000000
0.6067048	0.1042830	0.4983357	0.0000000	0.0927482	0.3705068	0.0000000	0.8260838	0.7383765	0.6395101
