G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.3238867	0.4893995	0.4786200	0.2987239	1.0552309	0.9209471	0.5445284	1.0413261	0.8686890	1.0446639
0.6161228	0.1417531	0.9709419	0.2748419	1.0079805	0.9559592	0.5656708	1.0418675	1.0223604	0.9767806
0.6459629	0.3417027	0.4784177	0.3751754	1.0465628	1.1224532	0.4053919	1.1577488	1.0050854	1.0264999
0.5078288	0.2735815	0.9829054	0.1687148	1.0200372	1.1027360	0.5837382	1.1439373	0.9391469	1.0424605
0.6674581	0.3203227	0.9297098	0.2616504	0.5514772	1.0192311	0.5057872	1.0116255	1.0544761	1.0046267
0.3939919	0.4092236	0.7084953	0.2310733	1.0497865	0.5093218	0.8676198	1.0302292	0.9376094	1.0233071
0.8699247	0.2520418	0.9414783	0.2257737	0.9802723	0.9088513	0.2993995	1.0214911	1.0004866	1.0540212
0.7992331	0.2787966	0.7905283	0.2877376	1.0703189	0.9509548	0.3217332	0.4830924	0.9934652	0.9734578
0.5858574	0.2701419	1.0282453	0.3013059	1.0751304	1.0567878	0.4578517	1.0050339	0.4608422	0.9794288
0.7275702	0.3045671	0.9155562	0.2550066	0.9842557	1.0134235	0.4070600	1.0291677	0.8465800	0.5472891
