G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.2852813	0.3896937	0.7037922	0.7048353	0.8093543	0.3572132	0.2812670	0.9216964	1.0000000	1.0000000
0.6589088	0.1576128	0.8320481	0.6291525	0.6941375	0.6652603	0.2351605	0.8476425	1.0000000	1.0000000
0.4866820	0.8312822	0.3030178	0.7897554	0.9907598	0.2415684	0.3389193	0.9571045	1.0000000	1.0000000
0.5702941	0.4066324	0.7031004	0.3536944	0.8085965	0.3524718	0.2816609	0.9212042	1.0000000	1.0000000
0.5623985	0.4064908	0.7031230	0.7050248	0.4057841	0.3525109	0.2906303	0.9252185	1.0000000	1.0000000
0.3052025	0.6442504	0.4308692	0.8012792	0.9629634	0.1354867	0.4839096	0.9908987	1.0000000	1.0000000
0.8586285	0.4084359	0.7038126	0.4716152	0.8058564	0.3527476	0.1406872	0.3801673	1.0000000	1.0000000
0.5714859	0.4053049	0.7036045	0.5694440	0.8072762	0.3533135	0.2814411	0.4609411	1.0000000	1.0000000
0.7439547	0.4065804	0.7045509	0.6296987	0.8054564	0.3538882	0.1952209	0.7147508	0.5000131	1.0000000
0.8675675	0.4075805	0.7045783	0.4552152	0.8049785	0.3534798	0.1357820	0.3490298	1.0000000	0.5000002
