G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.2562026	0.3693334	0.3196485	0.1768865	0.6910399	0.5966776	0.4630929	0.7996740	0.5915458	0.7221288
0.3433552	0.1475024	0.5974036	0.2276696	0.7060462	0.5781791	0.3886231	0.7034675	0.8277922	0.7165187
0.4888658	0.2254265	0.3992801	0.2760052	0.6711908	0.7543748	0.2575500	0.6795481	0.5889411	0.6883027
0.3080770	0.1998686	0.6895225	0.1223700	0.6166472	0.8432416	0.4006305	0.7766329	0.5113558	0.6703938
0.4616725	0.2240654	0.7152149	0.1945252	0.3901835	0.7374382	0.3520504	0.6690557	0.6788636	0.6547117
0.2064564	0.2849577	0.5014024	0.1263397	0.6831218	0.3568886	0.5200310	0.6662763	0.5887667	0.6120543
0.6321340	0.1366554	0.6086120	0.1301268	0.6421066	0.6081282	0.2450607	0.7276423	0.5869780	0.6843999
0.5849502	0.1561574	0.5494859	0.1855593	0.6513559	0.5761734	0.1817673	0.3094133	0.5801412	0.6350141
0.3632760	0.1751940	0.6934855	0.1815355	0.6832784	0.8195307	0.2785325	0.6263693	0.2991630	0.5395121
0.5216226	0.1772806	0.7275777	0.1641100	0.6573979	0.7809194	0.3139912	0.6725147	0.5461930	0.3576042
