G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.8386374	0.2582355	0.9803687	0.0833268	1.0000000	0.9052544	0.4497953	1.0000000	0.6254851	0.9676199
0.3684774	0.2560944	0.5441796	0.2369499	1.0000000	0.9045787	0.5593975	1.0000000	0.7145131	0.6438409
0.3898011	0.2030921	0.8726992	0.2648462	0.6794979	0.9045489	0.7964591	0.7517665	0.9786190	0.9132319
0.6870913	0.1931306	0.8757835	0.2643050	1.0000000	0.9998539	0.3259814	0.4965408	0.8816184	1.0000000
0.8727243	0.2581528	0.7037956	0.1664634	0.7697667	0.9999627	0.2592922	0.5880441	0.9702316	1.0000000
0.7326457	0.2861870	0.9310680	0.1828736	1.0000000	0.9999825	0.2735772	0.7126796	0.6040077	0.9211243
0.8288328	0.2691971	0.7531789	0.2461039	1.0000000	0.9999924	0.2115527	1.0000000	0.5719105	1.0000000
0.8747705	0.2612560	0.9408378	0.2621338	0.7602612	0.9999905	0.3967528	1.0000000	0.9869913	1.0000000
0.7509395	0.2845487	0.9618062	0.2617920	1.0000000	0.9999851	0.4717435	1.0000000	0.8416694	1.0000000
0.6874034	0.2819731	0.9702821	0.2608920	1.0000000	0.9907667	0.8490283	0.9276958	0.9791775	1.0000000
