G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.6760990	0.0000000	0.0000000	0.6670803	0.0338332	0.6964384	0.0066477	0.6792672	0.6636753	0.7692223
0.0000000	0.0052726	0.4461110	0.7385275	0.0000000	0.6564295	0.0043932	0.6416856	0.6695315	0.7249271
0.6501124	0.0000000	0.4374558	0.0000000	0.2627265	0.6872416	0.0238525	0.6985856	0.7410514	0.7970500
0.6284473	0.0000000	0.6565341	0.7449286	0.4157781	0.0000000	0.0076407	0.6579071	0.7601138	0.6166808
0.6332503	0.0000000	0.6063971	0.8096325	0.4388303	0.7586242	0.0000000	0.6038260	0.5646570	0.6991326
0.6671497	0.0000000	0.6360134	0.7022487	0.6865215	0.8226617	0.0036965	0.6887565	0.0000000	0.5645225
0.6110159	0.0088551	0.0000000	0.0000000	0.0492342	0.8458132	0.0231542	0.6997775	0.6729751	0.5652625
0.7126004	0.1753491	0.0000000	0.6447411	0.0833568	0.6667011	0.0484360	0.7600257	0.0000000	0.5543417
0.6202938	0.0072768	0.0292679	0.0000000	0.0000000	0.6672558	0.0252373	0.7311782	0.7823535	0.6473530
0.7027831	0.7613149	0.4024635	0.0000000	0.5477878	0.4901263	0.4005652	0.2638954	0.0000000	0.6717225
