G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.8653219	0.1914148	0.6867498	0.7686007	0.0883349	0.5767978	0.0526342	0.7096621	0.6640102	0.4595870
0.6606804	0.4194745	0.7629957	0.6241649	0.2944004	0.6107571	0.2442326	0.4541969	0.3519755	0.7025826
0.7209343	0.5508806	0.6646651	0.4004503	0.4674467	0.5937845	0.3781222	0.2171132	0.6355897	0.8506500
0.4988493	0.0732648	0.6019055	0.6019248	0.1449273	0.4940314	0.1270526	0.6714235	0.3689196	0.6849900
0.6019680	0.2366843	0.3574351	0.7804334	0.0006603	0.4197352	0.2882506	0.6399109	0.6629863	0.6092641
0.6397132	0.1297791	0.5989543	0.6955547	0.0270114	0.7600420	0.0995060	0.4409400	0.5329085	0.6175810
0.6768952	0.4875694	0.7959639	0.5948916	0.3058467	0.4090771	0.2630239	0.3815429	0.5152071	0.6184032
0.5798501	0.1201386	0.6514028	0.6682099	0.0512253	0.4184897	0.1647660	0.4736134	0.7203294	0.6632545
0.5797115	0.4200449	0.6548396	0.4232775	0.1817492	0.3435364	0.3065509	0.4830926	0.7284625	0.6893985
0.6677499	0.0253031	0.6567772	0.8186674	0.1883922	0.5935195	0.0589229	0.6222238	0.7859945	0.3377666
