G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	0.0636866	0.0000000	0.5521648	0.7470812	0.6249984	0.1278828	0.4509655	0.8014427	0.6166493
0.4409297	0.0002653	0.0001485	0.6668518	0.6320821	0.6402688	0.1424875	0.6376390	0.6497110	0.5736767
0.7127784	0.0014809	0.7789736	0.1072276	0.4363419	0.6758681	0.0000000	0.0559308	0.6676806	0.6958089
0.5646682	0.0013862	0.6026976	0.2164361	0.4029499	0.6557002	0.1930870	0.0000000	0.6659170	0.6311886
0.8096415	0.6321016	0.0000000	0.3138391	0.7350307	0.1661576	0.0000000	0.0630791	0.6645293	0.6210928
0.3226721	0.5375056	0.0000000	0.3116791	0.6455734	0.1569902	0.3274047	0.0000000	0.6641406	0.5630158
0.0421074	0.2860791	0.0318650	0.7100512	0.0000000	0.0000395	0.6325950	0.7010678	0.6374478	0.6615888
0.3604011	0.2834981	0.6057278	0.5103098	0.0001519	0.2315135	0.2893129	0.7171517	0.0000000	0.6040269
0.1627740	0.2982697	0.4917286	0.4821028	0.0006178	0.2578508	0.5214273	0.7215127	0.7320660	0.0007259
0.6041577	0.6593174	0.0341982	0.5370479	0.8054884	0.0000000	0.1343448	0.5435320	0.0000000	0.6750647
