G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.5000000	0.1237510	0.9833853	0.9999744	0.2655596	0.9868990	0.0645355	0.9927336	1.0000000	1.0000000
1.0000000	0.1478677	0.9833853	0.9999730	0.2367949	0.9851449	0.0676389	0.9918933	1.0000000	1.0000000
1.0000000	0.1000621	0.4916926	0.9999145	0.1426945	0.9948600	0.0407416	0.9974700	1.0000000	1.0000000
1.0000000	0.3335098	0.9833817	0.4999598	0.2608642	0.8537488	0.2096443	0.9160378	1.0000000	1.0000000
1.0000000	0.1219973	0.9833852	0.9999781	0.1557015	0.9902987	0.0559015	0.9946782	1.0000000	1.0000000
1.0000000	0.1438370	0.9833852	0.9999633	0.1630715	0.4894877	0.0837982	0.9843907	1.0000000	1.0000000
1.0000000	0.1438370	0.9833852	0.9999633	0.1630715	0.9941635	0.0457360	0.9843907	1.0000000	1.0000000
1.0000000	0.1438370	0.9833852	0.9999633	0.1630715	0.9748050	0.0914259	0.4921954	1.0000000	1.0000000
1.0000000	0.2905825	0.9833853	0.9999338	0.2376867	0.9237835	0.1694210	0.9437968	0.5001016	1.0000000
1.0000000	0.1408775	0.9016900	0.9999553	0.1620013	0.9757651	0.0897062	0.9849946	1.0000000	0.5000000
