YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W
0.2668154	0.2575826	1.0525291	0.9579854	0.1868027	1.0411173	0.8916087	0.9578079	1.0394336	0.1162136
0.2426966	0.1619816	0.9373785	0.9956892	0.2021955	0.9974446	0.8986465	0.9141691	1.0558476	0.0349573
0.7602914	0.8615778	0.4764196	1.0138820	0.1950068	1.1040104	0.8883380	1.0286538	1.0472139	0.0761023
0.6318606	0.3613815	1.0147591	0.5217728	0.2043252	0.9124579	0.8589881	0.9623890	1.0200986	0.0478129
0.5826458	0.3567076	0.9871115	1.0145598	0.1285947	1.0313398	0.8720410	1.0705636	1.0765310	0.0088873
0.5085068	0.2806956	0.9904408	0.3277115	0.5698920	0.5442346	0.7758756	0.7841720	0.0296681	0.8119875
0.5252523	0.2893005	1.0420841	0.9486474	0.2088749	0.9480448	0.4177765	0.9823817	0.9773767	0.0783107
0.5389914	0.2674949	0.9628331	1.0032840	0.1781732	1.0202222	0.8391996	0.4340295	1.0028355	0.0702512
0.5792700	0.2664182	0.9897083	1.0427561	0.2270785	0.9805572	0.8071503	0.8100469	0.5327354	0.1128892
0.5796596	0.3416355	0.9657050	1.0360446	0.2163232	0.9712890	0.9490883	0.9898988	0.9682996	0.0145650
