YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W
0.0000027	0.9998870	0.9999989	0.0280662	0.2534188	0.9007261	0.5176577	1.0000000	1.0000000	1.0000000
1.0000000	0.0000000	0.9999333	0.0742193	0.5885956	0.8338359	0.5176577	1.0000000	1.0000000	1.0000000
0.9999807	0.0321350	0.0000000	0.0742120	0.5885880	0.8338430	0.5176577	1.0000000	1.0000000	1.0000000
0.0842700	0.9998870	1.0000000	0.0000097	0.2851375	0.8998026	0.5176577	1.0000000	1.0000000	1.0000000
0.0842700	0.9998870	0.9999991	0.0266318	0.0000022	0.9019233	0.5176577	1.0000000	1.0000000	1.0000000
0.0842700	0.9998870	0.9999296	0.0752890	0.5920560	0.0000001	0.5176577	1.0000000	1.0000000	1.0000000
0.0842700	0.9998870	0.9999989	0.0284068	0.2674282	0.9983466	0.0000059	1.0000000	1.0000000	1.0000000
0.0842700	0.9998870	0.9999982	0.0316998	0.3420770	0.7280353	0.9999889	0.0000001	1.0000000	1.0000000
0.0842700	0.9998870	1.0000000	0.4973888	0.2851375	0.8998026	0.5176577	1.0000000	0.0000022	1.0000000
0.0842700	0.9998870	1.0000000	0.0289712	0.2851375	0.8998026	0.5176577	1.0000000	1.0000000	0.0000023
