YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W
0.0	0.0	0.06130964394634145	0.07424257461711586	0.009735402982377565	0.0	0.0	0.0	-0.8011071598157287	0.0
0.0	0.0	0.98771480998931	0.0	0.0	0.8383805441857642	-0.033876145957037807	0.0	0.0	0.0
0.6148566987958559	0.0	0.0	-0.18569801003873526	0.0	0.0	-0.0553625097963959	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.5987132550217211	0.0	0.0	0.0
0.0	-0.7028286673594266	0.0	0.0	0.8430718785204674	0.0	-0.7248114941176027	0.0	0.0	-0.40855091204866767
0.0	0.0	0.7937518085071213	0.0	0.0	0.0	-0.5866877704393119	0.0	-0.5698726519476622	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.34347691922448575	-0.47683873190544546	-0.47183213382959366	0.0
0.0	-0.5693862689658999	0.0	0.0	0.0	0.0	0.0	-0.43686998658813536	0.0	-0.42681025224737823
0.5323540219233194	-0.013164880685508251	0.0	0.0	0.0	0.47699668954139124	0.0	-0.6978836380876601	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.07486002845689654	-0.6783149605616927	0.0
