YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W
0.0000034	0.9071975	0.9967002	0.0229770	0.2160727	0.4145581	0.5822480	0.0659288	0.9475372	1.0000000
0.9994115	0.0000004	0.9967148	0.0229303	0.2160727	0.4145581	0.5822476	0.0659288	0.9475372	1.0000000
0.9999469	0.0109058	0.0000051	0.0229300	0.2160726	0.4145581	0.9993547	0.0659288	0.9475372	1.0000000
0.0413849	0.9080651	0.9999939	0.0000021	0.2160727	0.4145581	0.5821408	0.0659288	0.9475372	1.0000000
0.0414552	0.9073185	0.9971553	0.0215419	0.0000076	0.4145581	0.5822329	0.0659288	0.9475372	1.0000000
0.9999235	0.9073183	0.9971550	0.0215419	0.0223535	0.0000002	0.5822329	0.0659288	0.9475372	1.0000000
0.0414671	0.9071975	0.9967004	0.0229765	0.2160726	0.4145581	0.0000030	0.0659288	0.9475372	1.0000000
0.9633468	0.9073185	0.9971552	0.0215420	0.0253915	0.0325496	0.5828617	0.0000000	0.9475372	1.0000000
0.0192635	0.8932936	0.9483495	0.0775524	0.5086294	0.9291880	0.0355980	0.9999997	0.0000000	1.0000000
0.0192726	0.8932907	0.9484856	0.0773976	0.5082712	0.9283909	0.0356981	0.9889823	0.0620862	0.0000000
