YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W
0.7257084	0.5358531	0.8355622	0.0271152	0.7378512	0.7426041	0.8295389	0.3805813	0.3721659	0.3826887
0.5691982	0.6598842	0.7485062	0.0920966	0.7026427	0.6954357	0.8100332	0.6102843	0.2701522	0.4017400
0.6418104	0.5963534	0.8415788	0.0845814	0.8242917	0.7430900	0.5392436	0.1009831	0.6854435	0.4193816
0.8762637	0.4919438	0.8488795	0.0290588	0.7603230	0.7775660	0.7294988	0.3655212	0.2772366	0.4434055
0.8900921	0.4794920	0.8158242	0.0906735	0.7218875	0.7198331	0.9168771	0.8019582	0.1997487	0.3005247
0.4644034	0.5120584	0.7524168	0.0362179	0.7082452	0.7016908	0.8343099	0.7495580	0.3829659	0.5887417
0.8859771	0.4834292	0.8262745	0.0902154	0.7286348	0.7291978	0.8969242	0.7580435	0.3638816	0.4625292
0.9071566	0.4620708	0.7712755	0.0298301	0.7344888	0.7375443	0.7967810	0.5512316	0.1837647	0.2926078
0.5871411	0.6550226	0.9101094	0.0844373	0.8273268	0.7987460	0.8750012	0.6067120	0.3233902	0.5047023
0.8261980	0.4718961	0.7954744	0.0240336	0.8418726	0.7049210	0.7617872	0.4383182	0.2788275	0.2992788
