"Time"	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W

0	0.3561339	0.3363946	0.6148737	0.5629861	0.7805524	0.1045781	0.6506371	0.6162559	0.7505520	0.0822001
50	0.2792334	0.2880798	0.6065958	0.5211081	0.6904012	0.1104252	0.7009220	0.6648924	0.5375581	0.0948586
100	0.2849934	0.2507240	0.5571620	0.4060061	0.8378759	0.0894566	0.6809573	0.8585464	0.5328819	0.0963081
150	0.2869705	0.2826102	0.6425900	0.4784997	0.7765148	0.1035636	0.8555541	0.6814102	0.7295347	0.0883194
200	0.2953079	0.4353154	0.5650871	0.5194654	0.8060191	0.0632646	0.6876200	0.6547997	0.4934140	0.0701001
250	0.2850474	0.1750054	0.4570266	0.4697399	0.7413270	0.0282621	0.7095931	0.5882986	0.5859792	0.1123032
300	0.3023775	0.3844724	0.5707375	0.5083573	0.7963892	0.0571878	0.8338936	0.5889430	0.6754946	0.0611529
350	0.2796009	0.3444707	0.4825076	0.4172698	0.6939495	0.0461502	0.6816996	0.6521705	0.6042969	0.0754448
400	0.2399536	0.3850916	0.7088969	0.5960433	0.6704128	0.0466035	0.6812736	0.7581863	0.5134595	0.0560307
450	0.2419246	0.2930217	0.6365291	0.4548239	0.6195998	0.0477965	0.7561138	0.7140950	0.4630454	0.0665568
500	0.2213921	0.2738678	0.5393674	0.7003479	1.0022653	0.0630739	0.7019328	0.6703285	0.4998021	0.0374633
550	0.3935275	0.2739062	0.5634014	0.5741528	0.8599380	0.0861949	0.6608234	0.7052363	0.6008379	0.0491426
600	0.3927054	0.2228121	0.6079737	0.5805397	0.6820011	0.1081257	0.7021309	0.6960659	0.6348804	0.0463793
650	0.3928008	0.2453437	0.5679042	0.5327530	0.7176714	0.1422546	0.8781886	0.7207834	0.8033714	0.0721772
700	0.4230475	0.3108842	0.5215601	0.6008391	0.6997508	0.1611978	0.6076800	0.7625330	0.6771269	0.0873633
750	0.3836953	0.2914768	0.8711118	0.4507556	0.7560926	0.1725671	0.7348538	0.8077576	0.7078995	0.0846914
800	0.3504359	0.2612711	0.6817119	0.4933599	0.7541843	0.0788714	0.6528602	0.7391480	0.6578198	0.0569723
850	0.4511840	0.2407358	0.5307679	0.5243165	0.7165782	0.0754960	0.6730032	0.7645422	0.7188133	0.0886528
900	0.4071113	0.3418571	0.5783932	0.5179216	0.6248046	0.1418015	0.7992538	0.6311499	0.7383213	0.0301369
950	0.3695658	0.1842798	0.5456456	0.4694909	0.7203077	0.1189358	0.7447090	0.8132112	0.7714268	0.0680107
1000	0.3426788	0.3596358	0.6706175	0.5082239	0.7490576	0.1122463	0.7331193	0.7143448	0.7714907	0.0871446

0	0.3203970	0.2479040	0.7070190	0.4356231	0.7720525	0.0934758	0.6188263	0.6219771	0.7814383	0.0749381
50	0.4343877	0.1846943	0.4794902	0.4235676	0.5632899	0.0924674	0.7714444	0.7532370	0.5496300	0.0700648
100	0.5122816	0.2354426	0.6218816	0.4300736	0.3134834	0.0913646	0.8091780	0.7259101	0.4663225	0.1145519
150	0.5922158	0.3835204	0.4632976	0.3005025	0.1948537	0.1515134	0.8924329	0.7051565	0.3620750	0.1825876
200	0.4719393	0.3922861	0.4368711	0.1943370	0.0570388	0.1325873	0.6618282	0.7912424	0.4219572	0.2699005
250	0.5898681	0.5092345	0.2734922	0.1068488	0.0487999	0.1785756	0.6268145	0.6700963	0.3158304	0.4256364
300	0.5253076	0.6331257	0.1009137	0.0757946	0.0331792	0.2809790	0.7125341	0.8382601	0.2993881	0.5556329
