YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W
0.6003969	0.7228140	0.1466510	0.7051269	0.2426579	0.1024172	0.0250717	0.6290011	0.2683910	0.6752473
0.5968076	0.7181533	0.2765690	0.4792649	0.4126402	0.1795139	0.0508512	0.7959974	0.4124742	0.6868270
0.4934652	0.7223776	0.4533318	0.5166369	0.4272968	0.4149953	0.0793774	0.7086229	0.0968950	0.2833571
0.2479224	0.5863724	0.2915616	0.4507171	0.2772341	0.3811192	0.0967530	0.7271613	0.3004623	0.6418085
0.5006126	0.4621809	0.5646314	0.5752812	0.6425603	0.3324867	0.0434016	0.6602316	0.1516529	0.5595806
0.6251004	0.6473464	0.4022187	0.7064672	0.6153460	0.3625794	0.0910312	0.6244455	0.3417455	0.5704846
0.7558301	0.6176670	0.4419889	0.5434514	0.3778313	0.2967403	0.0463060	0.6131909	0.3012558	0.6900950
0.6464384	0.3877010	0.5611723	0.5354163	0.4402328	0.5170517	0.1188169	0.8108055	0.2205035	0.7972493
0.7423407	0.2834103	0.3336091	0.6589002	0.5157913	0.5567342	0.1715625	0.6417001	0.1899907	0.4735541
0.5986431	0.1764708	0.3956739	0.6498104	0.4337789	0.5605208	0.0788282	0.6401682	0.3710945	0.5681345
