YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W
0.0	0.0	0.0	0.6693919520794536	0.0	0.0	0.0	-0.6045695946086198	0.0	-0.9259338886477053
-0.025344931287690997	0.32111542619685324	-0.029235975816845894	0.0	0.4470461650780979	0.0	0.0	0.0	0.0	0.0
0.0	0.0	-0.3151164932642132	0.0	0.0	-0.4408547114435009	0.0	0.0	0.0	-0.9804012316744775
-0.49333066237159073	0.0	-0.13344556209631264	0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.6088561727665365	0.0	0.0	0.1270894744402851	0.0	0.17842498120447775	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0737558640103433	0.0	0.0	0.0	0.0	-0.9270441748667508
0.0	0.0	-0.02717604790814221	0.8146818041305179	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.5819666769254456	0.0	0.3757489033478434	0.6732117931387964	0.2265829634998568	0.0	0.0	0.0	0.0
-0.6243138536810875	0.0	0.0	0.0	0.0	-0.129076239405515	0.0	0.0	0.0	-0.006169749889522791
0.0	0.0	0.0	0.0	0.8675411636504922	0.0	0.0	0.0	0.0	0.0
