YIR023W	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W
0.0000039	1.0000000	1.0000000	0.2262841	0.0641514	0.9998965	0.7191975	0.5221244	0.5007974	0.6793734
0.0086422	0.0000016	1.0000000	0.2262841	0.0641514	0.9998965	0.7191975	0.5221244	0.5007974	0.6793734
0.9992402	1.0000000	0.0000002	0.1898378	0.2500339	0.9979716	0.5527697	0.6674193	0.2644895	0.9085525
0.9992402	1.0000000	1.0000000	0.0000001	0.0190217	0.9999958	0.8790507	0.3698292	0.9973276	0.1888076
0.9992402	1.0000000	1.0000000	0.2262841	0.0000040	0.9998965	0.7191974	0.5221244	0.5007974	0.6793734
0.9992402	1.0000000	1.0000000	0.2262841	0.0641514	0.0000031	0.7191975	0.5221244	0.5007974	0.6793734
0.9992402	1.0000000	1.0000000	0.2262841	0.0641514	0.9998965	0.0000032	0.5221244	0.5007974	0.6793734
0.9992402	1.0000000	1.0000000	0.2262841	0.0641514	0.9998965	0.9999995	0.0000026	0.5007974	0.6793734
0.9992402	1.0000000	1.0000000	0.2262841	0.9999954	0.0060841	0.2860545	0.9999681	0.0000000	0.6793734
0.9992402	1.0000000	1.0000000	0.9999944	0.0189557	0.9999959	0.8797534	0.3692461	0.9999995	0.0000004
