"Time"	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W

0	0.0941425	0.3084969	1.0175000	0.2872183	0.5244331	0.7205544	1.0278270	0.0267817	0.1726812	0.5589773
50	0.0635798	0.3000521	1.0928150	0.2213362	0.1992158	0.9017931	1.0163143	0.0156503	0.1486023	0.5625631
100	0.0591513	0.2853481	1.0176417	0.3949203	0.1095840	0.9101523	1.0189942	0.0244850	0.1302470	0.5206388
150	0.0889026	0.2980772	0.9170898	0.5420023	0.0923132	0.8374807	1.0204913	0.0167880	0.1196177	0.5021077
200	0.0708323	0.2962424	0.8818009	0.6132118	0.0894209	0.9234468	1.0147447	0.0175997	0.1709539	0.5356824
250	0.0539937	0.2337068	0.8516165	0.6047961	0.1069720	0.9368310	1.0661438	0.0151067	0.2113284	0.5380825
300	0.0759622	0.2665322	0.7652441	0.6910051	0.0854973	0.8401017	1.0661912	0.0195537	0.1854368	0.5908418
350	0.0492578	0.3035242	0.7125567	0.6584533	0.0822374	0.8843014	1.0278193	0.0297041	0.1981721	0.6036850
400	0.0420203	0.2882434	0.7055195	0.6426749	0.0749486	0.8711810	0.9456032	0.0369199	0.2268962	0.5826452
450	0.0482430	0.2579006	0.7829422	0.6532820	0.0559688	0.9843389	0.9960535	0.0289876	0.2360455	0.5480473
500	0.0504189	0.3498897	0.7007518	0.6660724	0.0669096	0.9348777	1.0762316	0.0194465	0.1960736	0.5607951
550	0.0571727	0.3659139	0.6881100	0.8559099	0.3055613	0.6272484	1.0169912	0.0135910	0.1926986	0.5388003
600	0.0871117	0.3317397	0.7091110	0.6708504	0.4237339	0.6232413	0.9698377	0.0210171	0.1868626	0.5199172
650	0.0608627	0.3066502	0.6992902	0.5165515	0.4544178	0.6394203	0.9216806	0.0210675	0.1628776	0.5551878
700	0.0618768	0.2766961	0.7879454	0.3455139	0.5302371	0.6523649	1.0079812	0.0292034	0.1808525	0.5496657
750	0.0652837	0.2835018	0.8806696	0.3184173	0.5138163	0.6072763	0.9983223	0.0233780	0.2285963	0.5811634
800	0.0680365	0.2929007	0.9409128	0.3034685	0.5435679	0.6360145	0.9980875	0.0336096	0.1837055	0.5561158
850	0.0460139	0.2928631	1.0291114	0.3222651	0.5498337	0.6963418	0.9531462	0.0354366	0.1541368	0.5838364
900	0.0562591	0.2456466	0.9654336	0.3648688	0.5511471	0.6590390	0.9323479	0.0135089	0.1595584	0.5778406
950	0.0568963	0.3115304	0.9180343	0.3424884	0.5423927	0.5804630	1.0177469	0.0186101	0.2332282	0.5456302
1000	0.0461384	0.2559283	0.9047107	0.2686004	0.5496988	0.7115904	0.9998682	0.0240390	0.1990545	0.5616267

0	0.0941425	0.3084969	1.0175000	0.2872183	0.5244331	0.7205544	1.0278270	0.0267817	0.1726812	0.5589773
50	0.1018767	0.3026253	0.8600429	0.3091260	0.4569446	0.5040484	0.4941616	0.2697230	0.1507829	0.5037966
100	0.0739707	0.2843424	0.9319062	0.2556058	0.5454717	0.3643783	0.2004839	0.4270819	0.1707584	0.3754197
150	0.0819624	0.2941128	0.9566578	0.2474629	0.5845818	0.1941929	0.0778908	0.4626195	0.1474319	0.3065108
200	0.1080295	0.3750361	0.9207805	0.2336133	0.7077653	0.1405320	0.0297174	0.4959385	0.1207694	0.1671866
250	0.1070170	0.3539619	1.0300484	0.2158797	0.7323491	0.1277078	0.0153737	0.4833115	0.0971471	0.0729326
300	0.1000958	0.3978641	0.9001735	0.2031797	0.7944265	0.1354635	0.0112711	0.5134620	0.1321423	0.0494099
350	0.0905862	0.3972706	1.0421638	0.1869362	0.9368677	0.1085662	0.0054081	0.4764617	0.1302690	0.0292879
400	0.1054535	0.3468888	1.0129712	0.1220912	0.9435486	0.1056776	0.0043652	0.4690004	0.1389786	0.0339548
450	0.0943537	0.3740106	0.9977570	0.1551250	0.8580148	0.1005476	0.0167945	0.4722058	0.1264000	0.0235609
500	0.0950928	0.4511253	0.9694372	0.1462534	0.8458427	0.0972526	0.0080178	0.4904939	0.1224061	0.0247823
550	0.1045754	0.4527414	0.9675227	0.1486070	1.0073869	0.1113124	0.0885936	0.1888607	0.1327894	0.0866649
600	0.1217045	0.4200526	1.0215593	0.1487854	0.9551784	0.0983002	0.2742519	0.0699747	0.1070662	0.1075607
650	0.1305192	0.3639139	1.0259208	0.1359553	0.8746491	0.1122822	0.6194654	0.0258627	0.1272680	0.2080196
700	0.0978883	0.4022490	0.9991910	0.1354444	0.8679310	0.2516598	0.8390004	0.0201867	0.1431379	0.2890621
750	0.0993123	0.3814139	0.9989339	0.1427127	0.7089332	0.4315065	0.9945474	0.0179302	0.1263142	0.3779262
800	0.0785012	0.3158110	1.0511849	0.1564038	0.6442803	0.5660337	1.0863680	0.0246845	0.1552348	0.4641865
850	0.0741191	0.3165975	0.9637647	0.1886880	0.6903728	0.6870197	1.0089660	0.0189834	0.1623045	0.5458958
900	0.0687652	0.3112735	1.0692558	0.2003516	0.5988809	0.6087365	1.0005550	0.0157998	0.1580538	0.5842888
950	0.0600482	0.3253493	1.0190924	0.2203427	0.6020517	0.6692080	0.9487937	0.0150260	0.1831835	0.5449151
1000	0.0725931	0.3063845	0.9986354	0.2607140	0.5176993	0.5742738	0.9767596	0.0229533	0.2125282	0.6316902

0	0.0941425	0.3084969	1.0175000	0.2872183	0.5244331	0.7205544	1.0278270	0.0267817	0.1726812	0.5589773
50	0.0769760	0.2848988	0.9524025	0.0871078	0.4591635	0.6869597	1.0025168	0.0484420	0.2261251	0.5781219
100	0.0627090	0.3170009	0.9749106	0.0594602	0.5154417	0.6107043	1.0156933	0.0358719	0.1858876	0.6025290
150	0.0639153	0.2820684	0.9653318	0.0684131	0.4573129	0.6515159	0.9559222	0.0186945	0.1841984	0.5638968
200	0.0660578	0.2942002	0.9939292	0.0271555	0.5181407	0.5219499	0.9310005	0.0236953	0.1888107	0.5022335
250	0.0667600	0.3613047	0.9794466	0.0476688	0.5694589	0.5895868	0.9303375	0.0319758	0.1551458	0.5621429
300	0.1091932	0.3481511	0.9364998	0.0243283	0.5129669	0.6302313	0.9322332	0.0186239	0.1276643	0.5890307
350	0.0866900	0.3162113	0.9829697	0.0238619	0.5004348	0.6539114	0.9366192	0.0121767	0.1465094	0.5750361
400	0.0767214	0.3129268	0.8901709	0.0286451	0.5832051	0.6645795	0.9629404	0.0161055	0.1861079	0.5837595
450	0.0768766	0.2929135	0.9734310	0.0376458	0.5601046	0.7048328	1.0078670	0.0178617	0.1894825	0.5200072
500	0.0661733	0.2811748	1.0529487	0.0287102	0.5342113	0.6785308	1.0039247	0.0187143	0.2158407	0.5691678
