YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0.3337594	0.4511530	0.4208128	0.3974899	0.2902204	0.2247247	0.7487387	1.0555479	0.7110512	1.0221361
0.8475629	0.5565745	0.0885343	0.1356207	0.1321761	0.6155498	0.5729348	0.8903649	0.8306049	0.9196522
0.4353931	0.6457339	0.0404642	0.2850954	0.2608174	0.2217152	0.6950400	0.9417946	0.8468188	0.9895428
0.4288518	0.7099612	0.0652526	0.0940941	0.2194331	0.2040433	0.7100652	0.9332943	0.8826535	1.0078851
0.4662531	0.6794615	0.0915970	0.0925720	0.0976266	0.2481335	0.5977289	0.7937703	0.7640428	1.0115899
0.4359455	0.7288261	0.0748625	0.2843779	0.2364387	0.1671454	0.6624928	1.0136222	0.9847800	1.0856716
0.4493778	0.6626614	0.0583769	0.3503186	0.3040235	0.2251698	0.2830604	0.8947090	0.8096413	1.1355867
0.3851359	0.7336906	0.1496513	0.3869811	0.2741849	0.0578787	0.4735763	0.5109638	0.7869512	0.9893316
0.5178677	0.6725325	0.8910352	0.9702171	0.7308285	0.2257452	0.6137765	0.6840508	0.5026387	0.9866225
0.4284220	0.7144198	0.1075997	0.2018430	0.1963449	0.2530318	0.6110510	0.9878591	0.8628515	0.5916869
