"Time"	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C

0	0.4878955	1.0000000	0.4289615	0.7766579	0.2830725	0.5008697	0.6151872	0.3323313	0.6024766	1.0000000
50	0.2171727	1.0000000	0.4285678	0.7825205	0.2319752	0.2076573	0.2615924	0.3330650	0.5865373	0.8702479
100	0.1827862	1.0000000	0.4218492	0.8395417	0.1257796	0.0884242	0.1466417	0.3408397	0.5355330	0.8069186
150	0.1784185	1.0000000	0.3933849	0.9175316	0.0604046	0.0404025	0.1152378	0.3586691	0.4786845	0.7760089
200	0.1778638	1.0000000	0.3525708	0.9623332	0.0334558	0.0211661	0.1103977	0.3811658	0.4349315	0.7609225
250	0.1777933	1.0000000	0.3191502	0.9830689	0.0239914	0.0134723	0.1109789	0.4018698	0.4066279	0.7535591
300	0.1777844	1.0000000	0.2981936	0.9924024	0.0208774	0.0103938	0.1110949	0.4174798	0.3899045	0.7499652
350	0.1777832	1.0000000	0.2866499	0.9965914	0.0198727	0.0091605	0.1103105	0.4277829	0.3805202	0.7482111
400	0.1777831	1.0000000	0.2807123	0.9984708	0.0195466	0.0086658	0.1092436	0.4340049	0.3754214	0.7473549
450	0.1777831	1.0000000	0.2777788	0.9993138	0.0194386	0.0084671	0.1083099	0.4375471	0.3727114	0.7469371
500	0.1777830	1.0000000	0.2763668	0.9996920	0.0194018	0.0083872	0.1076363	0.4394859	0.3712940	0.7467331
550	0.4485058	1.0000000	0.2756994	0.9998615	0.0553614	0.4270066	0.5211202	0.4371966	0.4069733	0.8763857
600	0.4828924	1.0000000	0.2753900	0.9997986	0.1791788	0.5329768	0.6428385	0.4130449	0.4836549	0.9396664
650	0.4872600	1.0000000	0.2755526	0.9910961	0.2635767	0.5327814	0.6491751	0.3808207	0.5402457	0.9705524
700	0.4878148	1.0000000	0.2804382	0.9387884	0.2905434	0.5146203	0.6280334	0.3578637	0.5715123	0.9856272
750	0.4878853	1.0000000	0.3006455	0.8593075	0.2914990	0.5048171	0.6132495	0.3451136	0.5867842	0.9929850
800	0.4878942	1.0000000	0.3376891	0.8010154	0.2875943	0.5025156	0.6083055	0.3387504	0.5941895	0.9965761
850	0.4878954	1.0000000	0.3780527	0.7735592	0.2853264	0.5028463	0.6086708	0.3356423	0.5980759	0.9983289
900	0.4878955	1.0000000	0.4082994	0.7657707	0.2847134	0.5032531	0.6104939	0.3340586	0.6002727	0.9991844
950	0.4878955	1.0000000	0.4251748	0.7663457	0.2846624	0.5031620	0.6120813	0.3332029	0.6015164	0.9996019
1000	0.4878955	1.0000000	0.4321525	0.7690291	0.2845808	0.5027558	0.6131101	0.3327314	0.6021728	0.9998057

0	0.4878955	1.0000000	0.4289615	0.7766579	0.2830725	0.5008697	0.6151872	0.3323313	0.6024766	1.0000000
50	0.6121335	0.4375485	0.2105832	0.6584099	0.6529610	0.5001085	0.5862563	0.3116427	0.8146542	1.0000000
100	0.8464848	0.2619535	0.2402749	0.4271733	0.7543841	0.4942980	0.5299724	0.2783194	0.9024459	1.0000000
150	0.9516714	0.2071335	0.3302011	0.3093760	0.7814553	0.4885335	0.4944321	0.2599474	0.9386787	1.0000000
200	0.9812966	0.1900189	0.3828233	0.2977354	0.7882116	0.4868263	0.4779412	0.2518832	0.9535830	1.0000000
250	0.9889989	0.1846758	0.4033629	0.3295204	0.7898472	0.4872902	0.4712519	0.2485344	0.9597207	1.0000000
300	0.9911105	0.1830077	0.4097689	0.3626094	0.7903464	0.4882037	0.4687706	0.2471581	0.9622672	1.0000000
350	0.9917320	0.1824869	0.4106613	0.3846595	0.7906009	0.4889306	0.4679164	0.2465905	0.9633370	1.0000000
400	0.9919236	0.1823244	0.4096389	0.3963754	0.7907690	0.4893791	0.4676390	0.2463541	0.9637931	1.0000000
450	0.9919839	0.1822736	0.4083188	0.4013589	0.7908777	0.4896215	0.4675499	0.2462543	0.9639904	1.0000000
500	0.9920031	0.1822578	0.4073357	0.4027782	0.7909421	0.4897421	0.4675184	0.2462117	0.9640767	1.0000000
550	0.9440451	0.7447043	0.7697374	0.4819704	0.4169980	0.4897198	0.4816476	0.2584759	0.7507646	1.0000000
600	0.7517369	0.9202978	0.7367414	0.6230066	0.3141181	0.4892565	0.5252180	0.2868632	0.6624548	1.0000000
650	0.5981075	0.9751173	0.6367218	0.7059509	0.2856327	0.4890558	0.5692852	0.3095623	0.6258528	1.0000000
700	0.5282346	0.9922317	0.5511538	0.7493202	0.2778140	0.4899258	0.5975168	0.3223531	0.6107024	1.0000000
750	0.5018300	0.9975748	0.4921413	0.7743128	0.2761864	0.4917946	0.6113489	0.3284733	0.6045543	1.0000000
800	0.4925592	0.9992429	0.4554162	0.7872411	0.2766757	0.4939025	0.6168585	0.3311417	0.6022351	1.0000000
850	0.4894249	0.9997636	0.4343740	0.7918173	0.2778273	0.4956722	0.6184719	0.3322091	0.6015224	1.0000000
900	0.4883900	0.9999262	0.4237213	0.7915571	0.2790019	0.4969813	0.6185059	0.3325782	0.6014368	1.0000000
950	0.4880538	0.9999770	0.4195247	0.7891804	0.2799694	0.4979252	0.6180184	0.3326626	0.6015586	1.0000000
1000	0.4879458	0.9999928	0.4189356	0.7863603	0.2807049	0.4986187	0.6174482	0.3326438	0.6017236	1.0000000

0	0.4878955	1.0000000	0.4289615	0.7766579	0.2830725	0.5008697	0.6151872	0.3323313	0.6024766	1.0000000
50	0.4878955	1.0000000	0.4340182	0.6878039	0.6479069	0.2183202	0.5953603	0.2539699	0.5902678	1.0000000
100	0.4878955	1.0000000	0.4769099	0.5677214	0.7237407	0.1024899	0.5493150	0.2497884	0.5531980	1.0000000
150	0.4878955	1.0000000	0.5334992	0.5322041	0.7345082	0.0553502	0.5133972	0.2594330	0.5146374	1.0000000
200	0.4878955	1.0000000	0.5668746	0.5479415	0.7346988	0.0363630	0.4915052	0.2715647	0.4873459	1.0000000
250	0.4878955	1.0000000	0.5766972	0.5752752	0.7340070	0.0288059	0.4784787	0.2815889	0.4713176	1.0000000
300	0.4878955	1.0000000	0.5733647	0.5949654	0.7335932	0.0258455	0.4704948	0.2882675	0.4628086	1.0000000
350	0.4878955	1.0000000	0.5658617	0.6034172	0.7334040	0.0247146	0.4655721	0.2921496	0.4585571	1.0000000
400	0.4878955	1.0000000	0.5597167	0.6037766	0.7333251	0.0243008	0.4626197	0.2942122	0.4565186	1.0000000
450	0.4878955	1.0000000	0.5568062	0.6006284	0.7332937	0.0241609	0.4609253	0.2952430	0.4555720	1.0000000
500	0.4878955	1.0000000	0.5565241	0.5973844	0.7332817	0.0241210	0.4599971	0.2957361	0.4551447	1.0000000
550	0.4878955	1.0000000	0.5573668	0.5987788	0.2409322	0.3385650	0.4716575	0.3801725	0.4775137	1.0000000
600	0.4878955	1.0000000	0.5550740	0.6506645	0.1920875	0.4655744	0.5228874	0.3776738	0.5277002	1.0000000
650	0.4878955	1.0000000	0.5312630	0.7617510	0.2380334	0.5104979	0.5772366	0.3606638	0.5662023	1.0000000
700	0.4878955	1.0000000	0.4800856	0.8208271	0.2735790	0.5189364	0.6044931	0.3467499	0.5880495	1.0000000
750	0.4878955	1.0000000	0.4326222	0.8235881	0.2882811	0.5147269	0.6116351	0.3385275	0.5983544	1.0000000
800	0.4878955	1.0000000	0.4099984	0.8018186	0.2908984	0.5092853	0.6117237	0.3344568	0.6023068	1.0000000
850	0.4878955	1.0000000	0.4091479	0.7805766	0.2892804	0.5058377	0.6111762	0.3327478	0.6033864	1.0000000
900	0.4878955	1.0000000	0.4181012	0.7690455	0.2872345	0.5041108	0.6114523	0.3321740	0.6034451	1.0000000
950	0.4878955	1.0000000	0.4273090	0.7659730	0.2858142	0.5032344	0.6122400	0.3320563	0.6032598	1.0000000
1000	0.4878955	1.0000000	0.4328301	0.7672713	0.2849665	0.5026702	0.6130688	0.3320824	0.6030716	1.0000000

0	0.4878955	1.0000000	0.4289615	0.7766579	0.2830725	0.5008697	0.6151872	0.3323313	0.6024766	1.0000000
50	0.2718954	0.9832327	0.1943295	0.7698546	0.2836627	0.5100477	0.6152251	0.3323359	0.6025982	1.0000000
100	0.2475617	0.9779981	0.1364435	0.7543059	0.2908015	0.5393077	0.6147799	0.3322053	0.6042357	1.0000000
150	0.2461866	0.9763638	0.1251223	0.7325912	0.3069148	0.5706207	0.6121891	0.3315596	0.6081658	1.0000000
200	0.2467157	0.9758536	0.1272051	0.6964322	0.3256299	0.5933243	0.6064898	0.3303056	0.6130322	1.0000000
250	0.2470402	0.9756943	0.1351763	0.6471631	0.3412207	0.6076932	0.5988874	0.3287994	0.6173762	1.0000000
300	0.2471701	0.9756446	0.1465415	0.5949779	0.3522437	0.6168712	0.5913472	0.3274265	0.6206561	1.0000000
350	0.2472161	0.9756291	0.1585448	0.5493081	0.3596129	0.6231458	0.5850998	0.3263580	0.6229577	1.0000000
400	0.2472316	0.9756242	0.1687425	0.5141174	0.3645887	0.6276639	0.5804336	0.3255908	0.6245471	1.0000000
450	0.2472367	0.9756227	0.1761670	0.4889798	0.3680586	0.6309644	0.5771214	0.3250556	0.6256563	1.0000000
500	0.2472383	0.9756223	0.1810841	0.4716515	0.3705355	0.6333560	0.5748076	0.3246822	0.6264414	1.0000000
550	0.4691934	0.9923894	0.5032647	0.4823663	0.3707799	0.6140937	0.5732107	0.3244267	0.6267067	1.0000000
600	0.4911008	0.9976240	0.5810378	0.5550000	0.3593978	0.5749460	0.5728941	0.3244747	0.6244559	1.0000000
650	0.4904619	0.9992582	0.5845529	0.6287414	0.3396320	0.5475845	0.5757148	0.3252389	0.6198824	1.0000000
700	0.4889890	0.9997684	0.5605635	0.6778833	0.3217298	0.5321961	0.5818135	0.3265878	0.6151491	1.0000000
750	0.4882950	0.9999277	0.5297605	0.7072989	0.3093308	0.5234584	0.5892500	0.3280285	0.6114438	1.0000000
800	0.4880323	0.9999774	0.5029343	0.7255075	0.3015209	0.5178080	0.5960772	0.3292253	0.6088700	1.0000000
850	0.4879408	0.9999930	0.4829809	0.7378354	0.2965094	0.5136455	0.6014146	0.3301002	0.6071248	1.0000000
900	0.4879102	0.9999978	0.4689007	0.7468221	0.2930439	0.5104136	0.6052623	0.3307115	0.6059054	1.0000000
950	0.4879002	0.9999993	0.4589277	0.7536815	0.2904875	0.5079191	0.6079725	0.3311419	0.6050175	1.0000000
1000	0.4878970	0.9999998	0.4516611	0.7590661	0.2885528	0.5060371	0.6099042	0.3314538	0.6043544	1.0000000

0	0.4878955	1.0000000	0.4289615	0.7766579	0.2830725	0.5008697	0.6151872	0.3323313	0.6024766	1.0000000
50	0.4878955	1.0000000	0.2003437	0.6789709	0.2447703	0.2816071	0.6165632	0.3327688	0.5932254	1.0000000
