YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.2115854	0.3271675	0.4704465	0.5368426	0.3009611	0.3761098	1.0000000	0.6086858	0.7484359	1.0000000
0.1137769	0.1550255	0.4522380	0.5667459	0.3009611	0.3761098	1.0000000	0.6874622	0.7384430	1.0000000
0.0539369	0.1076002	0.2252602	0.5696659	0.3009611	0.3761098	1.0000000	0.7341854	0.7274897	1.0000000
0.7806466	0.6383258	0.8941700	0.1088878	0.3009611	0.3761098	1.0000000	0.1483998	0.6612237	1.0000000
0.1551411	0.1757812	0.3050618	0.9370371	0.1504805	0.3761098	1.0000000	0.8913385	0.5851365	1.0000000
0.1502755	0.1727141	0.3015955	0.9497044	0.1404274	0.1880549	1.0000000	0.9124648	0.5749215	1.0000000
0.7994945	0.6695053	0.9569013	0.0560161	0.4743044	0.5978420	0.5000000	0.0352903	0.6569501	1.0000000
0.7153322	0.5511267	0.7474649	0.2257667	0.3009611	0.3761098	1.0000000	0.1608836	0.6809026	1.0000000
0.7153126	0.5511153	0.7474538	0.2257720	0.3009611	0.3761098	1.0000000	0.3001527	0.3338498	1.0000000
0.7153126	0.5511153	0.7474538	0.2257720	0.3009611	0.3761098	1.0000000	0.3211163	0.6642535	0.5000026
