YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C
0.0000000	0.0825158	0.5808839	0.5159302	0.6064725	0.4816087	0.4599071	0.6528706	0.6850693	0.0291010
0.8931950	0.0000000	0.5296772	0.6180857	0.5803144	0.4191659	0.3088447	0.6334026	0.7757617	0.0453140
0.2429450	0.7440966	0.0000000	0.3191705	0.3904386	0.4631051	0.7200218	0.0941026	0.2268208	0.7420597
0.6893458	0.0658131	0.6025000	0.0000000	0.5779370	0.4216397	0.3577759	0.6039618	0.7085693	0.0477312
0.6233880	0.0359601	0.3379505	0.0945626	0.0000000	0.3951937	0.3810397	0.6199777	0.7285246	0.0691198
0.6589225	0.0454958	0.6826551	0.5161384	0.9207656	0.0000000	0.2979589	0.5746987	0.7313643	0.0582289
0.7144218	0.0412920	0.5922798	0.6389067	0.7642857	0.0337746	0.0000000	0.6933593	0.5362346	0.0216183
0.6667467	0.0879062	0.3956128	0.3911309	0.3530718	0.5891779	0.7422067	0.0000000	0.6857738	0.0142655
0.7172689	0.0825322	0.5002084	0.5233428	0.3952053	0.6043370	0.9327774	0.0268227	0.0000000	0.0625334
0.7382674	0.0372860	0.5127381	0.5485055	0.5466772	0.4876266	0.3777092	0.5871114	0.6120857	0.0000000
