"Time"	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C

0	0.2996984	1.0726680	0.8756603	0.0949972	1.0206416	1.0649219	0.9750066	1.0120863	0.9811769	1.0309367
50	0.3809921	1.0172487	0.9752469	0.1207214	0.9739625	0.8336931	1.0181836	1.0734728	0.9842488	0.9212771
100	0.3373211	1.0245988	0.8769424	0.1056774	0.9804617	0.8044734	1.0185902	0.9777109	1.0371088	0.8395591
150	0.3204882	0.9612352	0.8730373	0.1255199	1.0270863	0.7474436	0.9674439	1.0137921	1.0024154	0.8413173
200	0.3431752	1.0916850	0.8986441	0.1560953	0.9584390	0.7224385	0.9811879	0.9377333	1.0670601	0.8732334
250	0.3591775	1.0257155	0.9929598	0.1490727	0.9710642	0.8002130	0.9234706	1.0444990	1.0433026	0.9867905
300	0.3097776	1.0366875	0.9572354	0.1356750	1.0582776	0.6902424	0.9703880	1.0390667	1.0791677	0.9538223
350	0.3418436	0.9966146	0.9120006	0.1433574	1.0235498	0.6984870	0.9582758	1.0793150	0.9666709	0.9553609
400	0.2869450	1.1141703	0.8762524	0.1385381	0.9640040	0.6566610	0.9399536	0.9304152	0.9671362	0.8900358
450	0.3373782	1.0859176	0.9686684	0.1091321	0.9697948	0.7497998	1.0541829	0.9840119	0.9648337	0.8266193
500	0.2974824	0.9938941	0.9801170	0.1346788	1.0683374	0.7110733	0.9988610	0.9862772	0.9976441	0.8983587
550	0.2855504	1.0005188	0.8813007	0.1241175	0.9743083	0.9375570	0.9737883	1.0393246	1.0444328	0.9916444
600	0.3018043	1.1057354	0.8462008	0.1221058	0.9601333	0.9992653	1.0607620	1.0643771	1.0331540	0.9428461
650	0.3604974	1.1041233	0.9253504	0.1315953	1.0324137	0.9557940	0.9693599	1.0738389	1.0287031	0.9975427
700	0.3651936	1.1032135	0.9777993	0.1366875	0.9512516	0.9939708	0.9185335	0.9972234	1.1098048	0.9723124
750	0.3726916	0.9315470	1.0007032	0.1405655	1.0109445	0.9607075	0.9743061	1.0064885	1.0440473	1.0172061
800	0.4279967	0.9697259	1.0157775	0.1488970	1.0002590	1.0233342	1.0718034	0.9076301	1.0381922	1.0624114
850	0.3637434	0.9495523	0.9221006	0.0904678	1.0501251	0.9627478	1.0458009	0.9567231	1.0274110	1.0137821
900	0.3518554	1.0168024	0.8535263	0.1141118	1.0460760	1.0654650	1.0003020	1.0106785	0.9933144	1.0460508
