YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C
0.7354743	0.5917429	0.5760138	0.8781223	0.4097173	0.4386202	0.7218435	0.4694830	0.4645282	0.9392265
0.5230724	0.6900130	0.4254105	1.0000000	0.2107270	0.8548320	0.0540843	0.1389302	0.9997750	1.0000000
0.8528379	0.5586823	0.7863109	0.5952634	0.2853680	0.4333611	0.8159586	0.8517957	0.3966133	0.6891685
0.3388744	0.8306417	0.5161375	1.0000000	0.5877758	0.1199475	0.7510200	0.5933178	0.6075143	0.6969106
0.4826701	0.9162161	0.5161375	1.0000000	0.4877289	0.2880687	0.5026639	0.4419256	0.7129362	1.0000000
0.9080177	0.4634344	0.6184744	0.8372651	0.2392647	0.8612318	0.3930558	0.3678013	0.8477431	1.0000000
0.7170370	0.6469013	0.6221514	0.8317844	0.4765255	0.7216656	0.0007425	0.0247812	0.8084050	0.8899208
0.7079327	0.7467578	0.6925769	0.6842462	0.3572632	0.5686680	0.4414011	0.3993865	0.5920187	1.0000000
0.2933702	0.8973501	0.5429972	0.9442396	0.3564070	0.6043812	0.0509891	0.1355440	0.8592446	1.0000000
0.9252997	0.4339677	0.4109602	1.0000000	0.4447819	0.7180702	0.0277579	0.1054216	0.8000712	1.0000000
