YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C
0.1896092	0.1570461	0.9246577	0.3763878	0.3109743	0.3955724	0.5225918	0.9850724	0.0823199	1.0000000
0.3792183	0.0785230	0.9246577	0.3763878	0.3109743	0.3955724	0.5225918	0.9850724	0.0823199	1.0000000
0.3792183	0.1570461	0.4623289	0.3763878	0.3109743	0.3955724	0.5225918	0.9850724	0.0823199	1.0000000
0.2269294	0.0887360	0.9566749	0.3001702	0.1774020	0.2030500	0.4216462	0.9850724	0.0823199	1.0000000
0.1931805	0.0716997	0.7260533	0.6708242	0.2749940	0.9252164	0.8564384	0.9850724	0.0823199	1.0000000
0.2135487	0.0783791	0.7471730	0.6325175	0.2905585	0.4591617	0.8429198	0.9850724	0.0823199	1.0000000
0.0784262	0.0423678	0.6139438	0.9061705	0.1661898	0.2846891	0.4487243	0.9850724	0.0823199	1.0000000
0.2776278	0.1115691	0.9009496	0.5169630	0.1838504	0.2103281	0.4849756	0.4925362	0.0823199	1.0000000
0.3806747	0.1577720	0.9248138	0.3746550	0.3134710	0.4002870	0.5240196	0.9960036	0.0411599	1.0000000
0.3761706	0.1555755	0.9244407	0.3800395	0.3047971	0.3823443	0.5178666	0.9541108	0.1503973	0.5000000
