YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C	YPL248C
0.1758972	0.5053019	0.3668141	0.8095863	0.7535893	0.8170316	0.4653169	0.6470260	0.6216775	0.6191496
0.5175938	0.3868608	0.3651946	0.7540747	0.5815077	0.7001117	0.7366943	0.7390356	0.5839018	0.6716789
0.3475050	0.4584100	0.5270362	0.7649355	0.5769736	0.7973951	0.7046300	0.5006240	0.5672668	0.5701711
0.4373625	0.3784935	0.4635095	0.6319050	0.6810141	0.8526793	0.5321131	0.6057883	0.6456859	0.4084517
0.2410077	0.5566124	0.5519712	0.7574889	0.8300844	0.8527670	0.7803457	0.5808795	0.6791137	0.7314992
0.2853596	0.6195457	0.4597499	0.7791929	0.7963118	0.6658641	0.6841081	0.7841330	0.7321946	0.6294087
0.5379989	0.3240117	0.5466602	0.7387950	0.7193994	0.7066420	0.6268822	0.7212578	0.6011009	0.4186103
0.4231151	0.3741390	0.3884623	0.7032156	0.7629034	0.7603434	0.7217347	0.2846903	0.7262755	0.6014480
0.5764765	0.4714524	0.4406983	0.6732999	0.7297283	0.6768197	0.6291702	0.7138499	0.6575406	0.6833882
0.3576274	0.5336505	0.5104016	0.6919276	0.7622520	0.7883699	0.7308640	0.3441755	0.6870827	0.6555565
