YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C
-0.08177205272923503	0.13370669607412705	-0.07972820507311454	0.16574705644562968	0.26253303665643973	-0.3217634985929762	0.1446134410827999	0.04804862690927896	0.44643690496287375	0.2677861319984226
0.35235028877398666	-0.04020249910099728	0.2031927804535113	0.29700365610387086	-0.317375416033827	-0.06557681337412503	-0.04346107801877157	-0.718865372896294	0.1956028224381161	0.04301058004525698
-0.4969136372156755	0.3570096557912127	-0.06370412598929026	-0.04432808121691295	0.10209977001904841	-0.36660386332857053	-0.15521073187659842	0.030798726628961246	-0.24607779238070285	-0.08125355194622681
-0.4617181443833388	0.10442202028682736	0.059335204836288194	-0.05477458005711162	-0.27671474101646065	0.10462867193685975	0.01941304068314028	0.3435630653488507	0.005059512908857702	-0.044728260414369794
-0.311917139587914	0.11827647742262273	0.020945814392864578	-0.2042653625018228	0.002225089004615153	-0.06531564266527722	0.168740830957027	0.04167199926999459	0.30433893976759496	0.05728055975773278
-0.3201298391596001	0.22605393972130658	0.20729212669637104	0.016838738124471564	-0.0763291001170169	-0.1721872304189543	-0.47372272173183094	-0.4349871261937812	0.18742682839252703	0.2568320755510689
-0.056420135677427666	-0.5794765704967013	-0.25552045840256576	0.10620706436327387	0.16676696396313928	-0.0027497041301643302	0.2952550784514282	0.129147430310799	0.01736277006874137	0.009152886227711038
-0.2057423482103873	0.18785021511843192	-0.01807327527106713	0.007758282574208971	-0.3979612027253855	-0.21085789748044925	0.1189648034535007	0.12544065488512537	0.11817107533493529	0.10365622490463892
-0.3835886919198554	-0.0955806058947175	0.30055394191126344	-0.07743191683446533	-0.1128724710139423	5.036263777087154E-4	-0.14049090270787534	-0.37766460432166266	0.13242030967633248	-0.13456818279190297
-0.2985172585087366	0.43342446199370493	0.28067362482681896	-0.012867034997617292	-0.0019395095445491172	0.6062065615844678	0.17615279688509858	0.03544376677267931	0.2646342092715074	-0.26483349089126446
