"Time"	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W

0	0.6266247	0.7077416	0.3249759	0.5525708	0.4175224	0.2455364	0.0566387	0.7224412	0.2476444	0.8364001
50	0.5918370	0.6237509	0.2947152	0.7857379	0.4162775	0.4185543	0.0636031	0.5854303	0.3217870	0.7929936
100	0.6186879	0.5345578	0.3270054	0.5835705	0.4449311	0.5671305	0.0566915	0.5787727	0.2619150	0.6739498
150	0.6028106	0.3354771	0.3376506	0.5547512	0.5653038	0.7096508	0.0606792	0.6178336	0.2587682	0.7874909
200	0.5988908	0.3074325	0.2852613	0.7465331	0.4764761	0.5985549	0.0888098	0.6931158	0.3136596	0.7647106
250	0.5997122	0.2440280	0.3648343	0.7410346	0.4717108	0.5728997	0.0680518	0.7190203	0.3163750	0.6930416
300	0.5880857	0.2422200	0.5406299	0.7009100	0.4839852	0.6422367	0.0661852	0.6123205	0.2612177	0.6550347
350	0.5594387	0.2615705	0.4064860	0.6792303	0.4142898	0.5267455	0.0861099	0.7630379	0.2862736	0.7756613
400	0.6106006	0.2740793	0.3537233	0.7931494	0.3591346	0.5942830	0.1136827	0.7107961	0.2617710	0.6228077
450	0.6042337	0.2881586	0.3945396	0.6518022	0.5812928	0.7166524	0.0872949	0.7715951	0.2320416	0.7901780
500	0.7147169	0.3035554	0.3831392	0.6976413	0.5549927	0.6413980	0.0840505	0.6681480	0.2701371	0.7709610
550	0.6903294	0.3048728	0.3939040	0.5893633	0.3559756	0.4030230	0.0891310	0.6609781	0.2780339	0.7377646
600	0.7025249	0.4349618	0.4187381	0.5147329	0.4273834	0.4015126	0.1198441	0.7341706	0.2724715	0.6593204
650	0.6796012	0.3641539	0.4634938	0.6500748	0.3695412	0.4018040	0.0585275	0.7197946	0.2251387	0.6769962
700	0.6065657	0.5241466	0.3342135	0.5012910	0.4020837	0.3178400	0.0603850	0.5649963	0.2307840	0.7943391
750	0.6544393	0.5670655	0.3183084	0.6392031	0.4090408	0.2610672	0.0883725	0.5754249	0.2605938	0.7690795
800	0.6186727	0.5816050	0.2590680	0.5558157	0.4001139	0.3472084	0.0507427	0.6850573	0.2574205	0.7345638
850	0.5741426	0.6893800	0.3094731	0.6150214	0.4292977	0.3068580	0.1098335	0.6783414	0.3357267	0.7217067
900	0.7055450	0.6393310	0.3870977	0.5247860	0.4695658	0.3523807	0.1416893	0.6683396	0.1880803	0.7426798
950	0.5135495	0.6512666	0.3264682	0.4500499	0.3979729	0.3235616	0.1137801	0.7103011	0.2574198	0.8307687
1000	0.6007574	0.6381084	0.2893031	0.5535284	0.4153113	0.2157793	0.1035363	0.6191710	0.2801740	0.6494075

0	0.6364103	0.7035467	0.3284873	0.4755671	0.4895534	0.2990795	0.0894406	0.8917481	0.2316146	0.7804629
50	0.5591629	0.6074890	0.3266041	0.6215538	0.5126228	0.3392277	0.1290018	0.7623059	0.2010182	0.7165955
100	0.5092470	0.6573518	0.3414171	0.6243560	0.3267412	0.3201386	0.1524089	0.6280516	0.1533692	0.7628537
150	0.5733554	0.6497579	0.2326117	0.6310641	0.3704403	0.3684616	0.0751203	0.6972358	0.2085845	0.6953204
200	0.5748691	0.6051356	0.2740354	0.5347614	0.3193438	0.2759465	0.0945582	0.4844452	0.2405796	0.7318343
250	0.5697048	0.6268347	0.2193333	0.5473864	0.3639833	0.3110567	0.1107394	0.5872157	0.2294269	0.6922665
300	0.4739718	0.6467328	0.2258001	0.7199637	0.3667556	0.2724781	0.0995191	0.7581778	0.2790396	0.6555019
350	0.5510703	0.5184058	0.2677953	0.6495178	0.3840480	0.2663803	0.1056511	0.6654441	0.1722954	0.7929382
400	0.5537572	0.6902452	0.2399594	0.6238537	0.2953716	0.2333858	0.0771265	0.6374269	0.2558095	1.0000000
450	0.6550365	0.8735235	0.2268765	0.6481686	0.4422027	0.1641125	0.1547736	0.6147468	0.1805532	0.8011674
500	0.5239423	0.8662159	0.2420078	0.5587913	0.3727888	0.1986678	0.1441319	0.6213968	0.2159085	0.8952392
550	0.5451455	0.7144500	0.3598783	0.6330546	0.3817654	0.2750107	0.1017771	0.6474621	0.3154531	0.7051739
600	0.6399018	0.7168301	0.3268015	0.5340779	0.3962263	0.3430952	0.0754766	0.7053625	0.3044999	0.6844530
650	0.4995678	0.6871465	0.2975693	0.4391741	0.4095486	0.2385275	0.0984532	0.6519580	0.3563370	0.7967419
700	0.6202139	0.6865364	0.3135431	0.5421366	0.4266642	0.3033487	0.0897603	0.6730686	0.2881709	0.8292018
750	0.7016125	0.5273097	0.3651539	0.4920413	0.3292996	0.2994127	0.0793697	0.6298303	0.2336123	0.6303161
800	0.7568706	0.5561828	0.4001055	0.5791078	0.3434282	0.3921315	0.1120037	0.6447108	0.2305224	0.7906698
850	0.7087579	0.6444991	0.3500217	0.4837882	0.4085772	0.3938416	0.0927333	0.6749220	0.3005499	0.7859206
900	0.6743712	0.5425990	0.3749493	0.5542742	0.3571935	0.3503739	0.0798824	0.6888203	0.2551306	0.8045235
950	0.6612888	0.5163698	0.3092636	0.6212149	0.4360918	0.3263980	0.0838063	0.7203414	0.2334280	0.7172619
1000	0.6885341	0.5634352	0.3673258	0.5686392	0.4291878	0.1996037	0.1001496	0.6522606	0.1796992	0.7970244

0	0.6104995	0.6148941	0.3855877	0.5627188	0.3841150	0.2715010	0.1037368	0.6464370	0.2812403	0.9092984
50	0.6154339	0.7970266	0.2997542	0.6275205	0.5790547	0.2038698	0.0524607	0.6656902	0.2679536	0.3913654
100	0.5630605	0.6925135	0.4380971	0.6672292	0.5735356	0.1861789	0.0094040	0.7514731	0.2684784	0.4508607
150	0.5529548	0.6923651	0.4712053	0.5616411	0.7594703	0.2465782	0.0187688	0.6553742	0.2777164	0.3492877
200	0.5920062	0.6954728	0.5483662	0.5188080	0.6657578	0.2346622	0.0056904	0.5904325	0.2226316	0.3298764
250	0.5549457	0.8127378	0.4909114	0.6764430	0.7572068	0.3170133	0.0037930	0.7189183	0.2522767	0.2945698
300	0.5191472	0.7473257	0.6040324	0.6132930	0.5363101	0.2341240	0.0323753	0.6278671	0.1822724	0.3211521
