YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C
1.0000000	0.8307701	0.9999726	0.9043505	0.1536514	0.5409496	0.6872874	0.2128050	0.4088770	0.2285132
1.0000000	0.8870637	0.9999559	0.9262344	0.3049901	0.6023786	0.5965695	0.1983106	0.2992138	0.1469080
0.6691119	0.4868382	0.9996292	0.9994111	0.0111788	0.4969816	0.8902194	0.0587877	0.1896802	0.5404309
0.6654958	0.5528349	0.9747106	0.7473003	0.0815996	0.4428531	0.8717510	0.1528580	0.3306861	0.6530694
1.0000000	0.5665296	0.9999838	0.1952244	0.8088162	0.4004638	0.2772055	0.5482248	0.4256905	0.0676595
1.0000000	0.7497196	0.9995797	0.4312600	0.4277884	0.7278293	0.3511130	0.3937707	0.1783461	0.3645118
0.8422218	0.8884212	0.0000012	0.9136510	0.4074000	0.5184644	0.5287656	0.2069213	0.0000000	0.1452243
1.0000000	0.6455164	0.9784361	0.1345320	0.7597589	0.5171101	0.3497137	0.6282581	0.4966364	0.0212548
0.8682581	0.6430297	0.9338485	0.7640434	0.0533727	0.3268644	0.9517456	0.0044375	0.0478300	0.5908168
1.0000000	0.6371257	0.2462251	0.9388432	0.0000003	0.4026107	0.8869652	0.0000002	0.0002096	0.4708318
