YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W
0.0000000	0.4762887	0.3379585	0.2649321	0.4900682	0.1985589	0.3265354	0.4627514	0.4379486	0.1522621
0.9088860	0.0000000	0.2470940	0.2305031	0.3758705	0.1448663	0.4196504	0.0049504	0.0858021	0.3951844
0.0716740	0.8866518	0.0000000	0.6345171	0.7838822	0.1350013	0.2203722	0.6741208	0.6261408	0.0486275
0.1235458	1.0000000	0.0120148	0.0000000	0.8884613	0.0428377	0.0158250	0.7851200	0.5851480	0.0146468
0.0910295	0.7617132	0.2909418	0.2007215	0.0000000	0.1440715	0.2269909	0.6044653	0.5586465	0.0206078
0.0743356	0.5132238	0.3814827	0.3215782	0.4506221	0.0000000	0.2408678	0.5175888	0.3972505	0.0087342
0.0526592	0.6324470	0.4580179	0.3193546	0.3691940	0.0594010	0.0000000	0.6078685	0.4891155	0.0146345
0.1093468	0.6485254	0.3714986	0.2855850	0.3178161	0.3014148	0.4977864	0.0000000	0.4129529	0.5775322
0.0915053	0.5945765	0.3371614	0.2253294	0.5772743	0.3305895	0.3601811	0.0138956	0.0000000	0.2808719
0.1074238	0.6132396	0.4182527	0.3001212	0.4494464	0.1362388	0.2250572	0.4763777	0.4544103	0.0000000
