YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C
0.0	0.0	0.0	0.0	0.0	0.13445661626172367	0.0	0.0	0.0	0.0
-0.12693852907977998	0.6429104452045745	0.0	0.4005527963947114	0.21881484506402588	0.0	0.0	0.0	0.0	-0.2789637267123908
0.0	0.0	0.0	0.8614747302691993	0.0	0.36762290344921056	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.8039389512443275	0.0	-0.8500287036877126	0.0	-0.7552429265342653
0.0	0.18688936517817148	-0.5325765828602016	0.5371355071749148	0.6458683499203293	0.0	0.0	0.0	-0.15685196523554623	0.0
0.0	0.0	0.0	0.8440735234964248	0.0	0.0	0.0	0.0	0.0	-0.24893993814475834
0.0	0.0	-0.8339742301031947	0.0	0.0	0.7832250030652911	0.0	0.0	-0.03553466987796128	0.0
-0.09835082548670471	0.0	0.0	0.0	0.712236439210665	0.0	0.5340862698744706	-0.051571491407230496	0.0	-0.1596135024446994
-0.5488673872314394	0.0	0.0	0.0	0.0	0.0	0.4843589003089539	0.0	-0.3951694709248841	0.0
-0.12932587508112192	0.0	-0.6408778647892177	0.0	0.16296408707958138	0.0	0.059762907762425335	0.0	-0.9976030928082764	0.0
