YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C
0.0938854	0.9816295	0.4137442	0.3371444	0.6380737	0.9684566	0.1703357	0.5264264	0.9994960	0.8232409
0.2125971	0.9965029	0.7664632	0.5008107	0.5678008	0.9319540	0.2038929	0.4450407	0.9997273	1.0000000
0.2133314	0.9940312	0.7132253	0.4653925	0.6047812	0.8007194	0.2326919	0.4693772	0.9997707	1.0000000
0.2363227	0.9222198	0.5406295	0.3828801	0.5709760	0.9337106	0.7315360	0.1398684	0.9996990	0.9395388
0.2337444	0.9292469	0.7419770	0.3853514	0.7026973	0.9998269	0.3886344	0.2511125	0.9763307	0.4371112
0.1440699	0.9474829	0.7720941	0.4813293	0.5108390	0.7547279	0.3597940	0.2896516	0.9997447	1.0000000
0.0785331	0.9883975	0.5163642	0.3744700	0.6241150	0.9984987	0.1663312	0.5304435	0.9997170	1.0000000
0.2164088	0.9839363	0.4968174	0.3667770	0.6049812	0.8539080	0.1774863	0.4129454	0.9992694	0.7445982
0.2334778	0.9302695	0.8036561	0.4933082	0.4442859	0.5578651	0.2202772	0.4575754	0.9799431	0.8836794
0.2134388	0.9936088	0.6672667	0.3725016	0.6250607	0.9996709	0.4277042	0.2866342	0.9994926	0.8288612
