YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W
-0.35544895156856166	-0.13960779153136546	-0.2532276343056226	0.18074151719977435	0.21390172312269243	-0.14362378520116637	0.11507849120899594	-0.034982287062139836	-0.3916781507220032	-0.2966815280407245
0.16859150570482323	0.053285183457001	-0.11404536892071207	0.05606354730263514	-0.05842128673053248	-0.17871622715118138	-0.43240314641608973	0.35275425833721236	0.05974177206233896	-0.9120478956827098
0.2783197438555439	0.03360243877342752	-0.2449877012251299	-0.09608137044768873	-0.26618312978641795	0.3990692477934331	-0.1360735873561515	0.07505690541012457	-0.042320657059845244	-0.002748154335675774
0.10806939392808257	-0.2682760955124001	-0.11952946024016135	-0.09981573719756152	-0.08133727546238577	-0.08633768542753269	-0.06093998194253012	-0.30658573749443874	-0.28636464205583206	0.18473453264605
0.09592203678853035	0.45265130345284604	-0.6288973452835024	0.541320673529108	0.7555225602079874	0.30494808469786416	0.14131970099412153	0.047681070443217156	-0.179371531472908	0.21075287132488585
-0.014456981579045684	0.1242495962675245	-0.09013088192900132	0.32338049445816336	0.4137765394144576	-0.24306834017628132	-0.05108156927539776	-0.31241940763518145	0.2653572057544164	0.10087838074040807
-0.13774270667055144	-0.3687903702509301	0.3021949075859599	0.030563876220989144	-0.0419680412988181	-0.15189635955925945	0.08566239759402382	0.44549665343649075	-0.0354899229706768	0.35283975346914814
0.48142534251459684	-0.15056276679941405	-0.4500742473767168	0.09234292284506466	0.15242290964699326	-0.4104573725427486	-0.06238879236869686	0.06442031178253262	0.06390412281940307	-0.2977961257743868
-0.0758089472901919	-0.0982449437371521	0.6438520348256573	-0.21532770252590977	0.2255883691517442	-0.0414366300275474	-0.15064397792806763	-0.1921224490563663	0.041676435972674536	0.3101907453112477
-0.01774478113549159	0.37071900355873927	-0.19532070533157855	-0.38049960964589485	-0.4297930966549267	0.7008670460485862	0.5376320541650818	0.33972067340702367	0.05453013590674343	-0.3731823041156008
