YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W
0.4432842	0.4830343	0.7837261	0.0866461	0.7862661	0.7465878	0.8430541	0.4915214	0.2072604	0.3127996
0.9966316	0.2377333	0.7636636	0.0882059	0.7586518	0.7068926	0.6939777	0.2305583	0.0877553	0.1471613
0.9922234	0.2799032	0.3825720	0.0880776	0.7607290	0.7095715	0.7026377	0.2390362	0.1068660	0.1771502
0.8884956	0.4805159	0.7764100	0.0435781	0.7763754	0.7311023	0.7792617	0.3403251	0.2085659	0.3141055
0.8885626	0.4803888	0.7759574	0.1386496	0.3878894	0.7300302	0.7747767	0.3325019	0.1985191	0.3012105
0.9876209	0.3066851	0.4256600	0.1699937	0.3044243	0.3554515	0.7070354	0.2435426	0.1135988	0.1871916
0.9306996	0.4336063	0.6658413	0.0991997	0.6180910	0.5641989	0.3788330	0.3055493	0.1828027	0.2809392
0.9000385	0.4689561	0.7475601	0.0896412	0.7359566	0.6785001	0.6094467	0.1651416	0.2010208	0.3043031
0.8883375	0.4808341	0.7776512	0.0870889	0.7779985	0.7341935	0.7925640	0.3654248	0.1033349	0.3117169
0.8907940	0.4779317	0.7695893	0.0876886	0.7669708	0.7178025	0.7305230	0.2697148	0.0926603	0.1551041
