YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
0.0000003	0.4752520	0.9782847	0.8401657	0.7365622	0.1401499	0.9999998	0.6028595	0.6394323	1.0000000
1.0000000	0.0000000	0.9243333	0.6320636	0.4199800	0.5612065	0.4168935	0.5694955	0.6394323	1.0000000
0.4520277	1.0000000	0.0000003	0.8400963	0.7364498	0.1402288	0.9996868	0.1401164	0.6394323	1.0000000
0.4520288	0.9999999	0.0296272	0.0000000	0.7364999	0.1402353	0.9996866	0.1401164	0.6394323	1.0000000
0.4520282	0.9999999	0.0296275	0.0188658	0.0000000	0.1402312	0.9996867	0.1401164	0.6394323	1.0000000
0.6199127	0.6617203	0.8348504	0.5948448	0.4388910	0.0000000	0.6821025	0.4869752	0.6394323	1.0000000
0.6687979	0.5430634	0.9201441	0.6247251	0.4135717	1.0000000	0.0000000	0.5662481	0.6394323	1.0000000
0.7114523	0.4752524	0.9782867	0.8401608	0.7365533	0.1401461	0.9999999	0.0000001	0.6394323	1.0000000
0.6592453	0.5586534	0.9078247	0.6045760	0.3963247	0.8931351	0.1891388	0.8038997	0.0000000	1.0000000
0.6673419	0.5457239	0.9179050	0.6206901	0.4100240	0.9813972	0.0870432	0.9949654	0.0421683	0.0000000
