YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C
0.5783318	0.8939322	0.0042567	0.4934712	0.2685347	0.5814622	0.4034964	0.5956003	0.5052450	0.7125442
0.6932481	0.5902695	0.2148105	0.4077561	0.2883180	0.8447871	0.1350115	0.6602360	0.3834185	0.5310020
0.6517409	0.8322542	0.2970006	0.1228200	0.6868743	0.0479331	0.6438611	0.7547409	0.7674646	0.8817124
0.6393171	0.7287497	0.2267752	0.2244063	0.3073269	0.2877463	0.5218124	0.6695913	0.6996515	0.7351408
0.7448314	0.6567956	0.3276795	0.1335752	0.3798109	0.2813229	0.2997852	0.7914244	0.7154930	0.5628669
0.7164004	0.7081683	0.2286811	0.4793426	0.5184170	0.1071371	0.4056822	0.5253986	0.3901882	0.7717706
0.8075961	0.9152913	0.0060777	0.7873676	0.1905449	0.7765674	0.3757889	0.7454284	0.5972424	0.7713468
0.3249716	0.4378518	0.2769976	0.3400135	0.2482612	0.6556543	0.2977122	0.7974019	0.6622534	0.5100209
0.5855325	0.6930579	0.0307164	0.8481965	0.0855324	0.5801870	0.3569580	0.7726644	0.5866127	0.6995526
0.7277150	0.7093083	0.0394259	0.0946304	0.6481799	0.2241243	0.4916878	0.6287612	0.4439518	0.5239137
