YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W
0.0000000	0.5713984	0.4513679	0.3645130	0.5008156	0.2369875	0.3268280	0.5569518	0.5555336	0.2467191
1.0888584	0.0000000	0.3333353	0.2929881	0.5383645	0.2155206	0.4976013	0.0066794	0.0868573	0.4876420
0.1052256	1.0074489	0.0000000	0.6276940	0.9882045	0.1529199	0.3255980	0.7591806	0.8304971	0.0650653
0.1045731	1.0919450	0.0175537	0.0000000	1.0677087	0.0751301	0.0230746	0.7548357	0.7933682	0.0202663
0.0915256	0.9358472	0.3197038	0.2593912	0.0000000	0.1425270	0.2509747	0.7247732	0.7759976	0.0285367
0.1189488	0.6701842	0.5367043	0.3901569	0.5276510	0.0000000	0.2922127	0.6040992	0.5665088	0.0164849
0.1003511	0.7065250	0.5829016	0.4612759	0.4939954	0.0794202	0.0000000	0.7147127	0.5901897	0.0202391
0.1533510	0.7591941	0.4470827	0.3457763	0.3870829	0.3709975	0.5610420	0.0000000	0.4873191	0.7835827
0.1187023	0.7715656	0.3104941	0.2962426	0.6164290	0.3385915	0.5029685	0.0154378	0.0000000	0.3295430
0.1020920	0.6640289	0.5342337	0.3768805	0.4834606	0.1543352	0.2814863	0.6235092	0.5663467	0.0000000
