YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C
0.4524158	0.5845954	0.1344017	0.5003060	0.9777323	0.0209096	0.0032625	0.5464295	1.0431041	0.9539611
0.4567325	0.2657261	0.1998616	0.4859374	0.9677804	0.1906717	0.0055407	0.5796646	1.0410523	0.9626431
0.2733203	0.0432506	0.0155303	0.3172300	0.9323389	0.1519198	0.0518412	0.6003207	0.8512426	0.8573610
0.3720724	0.6777133	0.0993129	0.3937473	0.9694249	0.0116667	0.0034962	0.5771330	0.9034612	0.6323218
0.7459441	0.8429846	0.5528949	1.0386568	0.3877978	0.4808046	0.0623896	0.6668528	0.9747812	0.1624014
0.4344059	0.4494724	0.2380025	0.6115310	0.8666571	0.4931959	0.0014907	0.6460033	0.9938773	0.4930481
0.2482669	0.0460073	0.0360613	0.3876503	0.9450070	0.0422116	0.0597991	0.6684777	0.8664736	0.6452952
0.4798533	0.3594202	0.1439141	0.4337449	0.9757407	0.0433161	0.0645851	0.4724499	0.7411137	0.9772223
0.4987148	0.8819699	0.5247581	0.7224380	0.8637218	0.3718958	0.0029168	0.8036252	0.9269387	0.2115743
0.5498647	0.9080376	0.6490290	0.7175982	0.7987898	0.2878431	0.0061088	0.6301589	0.9764333	0.2317796
