YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C
0.0000000	0.9349085	0.9552841	0.1578653	0.1406091	1.1029128	0.9762454	0.7103511	0.4834427	0.9278486
0.0276577	0.0000000	0.7584874	0.1459821	0.1694289	0.9817678	0.8765319	0.3330383	0.9239071	1.0099772
0.0741521	0.0515593	0.0000000	0.1357097	0.1439838	0.9712401	0.9657895	0.3998988	0.8887343	1.0052674
0.9870220	1.0678451	0.9385154	0.0000000	0.1130988	1.0037702	0.9329856	0.7358283	0.5867006	1.0855076
0.9618604	1.0117275	0.9752308	0.1034007	0.0000000	1.0154778	0.8602156	0.6586959	0.5012194	0.9277905
0.0597876	0.0435803	0.0926977	0.8064300	1.0500050	0.0000000	0.6381788	0.3062155	0.9135031	1.0384975
0.0303905	0.0363929	0.1093022	0.7826268	1.0635000	0.0090097	0.0000000	0.3991429	0.8762065	1.0515581
1.0362802	0.9964587	0.8929244	0.1374663	0.1578092	0.9117625	0.9357402	0.0000000	0.6241415	0.9061550
0.9833490	0.9412501	0.7771202	0.1423258	0.1091039	1.0056844	0.9309005	1.0198161	0.0000000	1.0287391
0.0778305	0.0456820	0.1072627	0.8059346	0.9092611	0.0464247	0.0108005	0.5949445	0.6755269	0.0000000
