YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
0.0000000	0.5596243	0.6118053	0.9106123	0.9960258	0.0419954	0.9989411	0.2461422	1.0000000	1.0000000
0.1810525	0.0000001	0.2093903	0.8094937	0.4533691	0.2655400	0.9901359	0.2461422	1.0000000	1.0000000
0.0385870	0.0093060	0.0000001	0.8110469	0.4536554	0.2655001	0.9901401	0.2461422	1.0000000	1.0000000
0.9949045	0.5434727	0.5759743	0.0000004	0.9957629	0.0428772	0.9989142	0.2461422	1.0000000	1.0000000
0.4962898	0.3413730	0.2660797	0.5733700	0.0000000	0.0699934	0.9980309	0.2461422	1.0000000	1.0000000
0.1411981	0.2747641	0.1982835	0.9102389	0.9999900	0.0000041	0.9999979	0.2461422	1.0000000	1.0000000
0.3524568	0.3198790	0.2429025	0.6436424	0.1224588	0.4853496	0.0000000	0.2461422	1.0000000	1.0000000
0.1425595	0.2752044	0.1987149	0.9054916	0.9539457	0.0939373	1.0000000	0.0000027	1.0000000	1.0000000
0.3400612	0.3178909	0.2408061	0.6511807	0.1337068	0.4681916	0.2757827	1.0000000	0.0000000	1.0000000
0.1648075	0.2820022	0.2051978	0.8424616	1.0000000	0.0912363	0.9972901	0.2461422	1.0000000	0.0000000
