YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C
0.0000000	0.5502580	0.5808456	0.6122920	0.0635716	0.2959530	0.7364798	0.0858970	0.1551058	0.3533107
0.6599977	0.0000000	0.6455815	0.1541502	0.4783800	0.4305107	0.2493305	0.4277958	0.5567712	0.0518632
0.6093375	0.4542128	0.0000000	0.6863452	0.0188460	0.2476044	0.6624308	0.0299954	0.0005996	0.4562277
0.6655729	0.4312513	0.8009952	0.0000000	0.0232495	0.2854013	0.5222952	0.0803082	0.1818704	0.3564731
0.6927312	0.5086041	0.6699282	0.7838696	0.0000000	0.4613503	0.5565767	0.1396678	0.1938557	0.3024191
0.5705788	0.4723072	0.7124746	0.5843858	0.0363361	0.0000000	0.5946858	0.0429496	0.1722915	0.2851804
0.6863179	0.7005774	0.6734036	0.6162772	0.0302361	0.7393816	0.0000000	0.0684913	0.1372911	0.0410491
0.6605580	0.4333425	0.7245438	0.8140312	0.0200087	0.2856746	0.5437251	0.0000000	0.1600364	0.3821869
0.7377848	0.4560570	0.0320341	0.6575135	0.0340301	0.2747755	0.7112357	0.0396978	0.0000000	0.3380098
0.7044662	0.7968239	0.7108608	0.6915030	0.0711192	0.2407327	0.6414526	0.1313257	0.1339018	0.0000000
