YIR023W	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W
0.9992963	1.0000000	0.6939979	0.1846378	0.0169750	0.9939058	0.9016562	0.3433787	0.7588861	0.5218698
0.9910981	0.6088999	1.0000000	0.5481488	0.0092510	0.9939141	0.7830617	0.3899357	0.9039738	0.3193255
0.9900202	0.8955220	1.0000000	0.1352291	0.0242215	0.9939113	0.7956784	0.4057407	0.8390482	0.4674663
0.9904213	0.9590178	0.9593423	0.2224634	0.0697655	0.9936679	0.3048843	0.3947820	0.4135273	0.6942265
0.8665648	0.3567321	0.7798233	0.3130292	0.0248284	0.9999904	0.8429804	0.4091360	0.8256053	0.4772611
0.9994914	1.0000000	1.0000000	0.1645621	0.0692580	0.9937984	0.3678320	0.3837398	0.4832426	0.6912213
0.9902615	0.9303339	1.0000000	0.2181786	0.0795308	0.9998492	0.9029058	0.3417970	0.4534832	0.7124007
0.9906048	1.0000000	1.0000000	0.1276593	0.0096151	0.9939085	0.6703699	0.3790701	0.7930631	0.4997481
0.9888642	0.7941202	1.0000000	0.2145367	0.0625939	0.9998041	0.6782650	0.5571160	0.4309867	0.7293187
0.9861059	0.6875542	1.0000000	0.1005768	0.0224274	0.9999853	0.7991444	0.4512894	0.6818522	0.5690370
