"Time"	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C

0	0.1717736	0.1590435	0.0136362	0.0331982	0.7300344	0.5269723	0.3436796	0.3282027	0.7476700	0.7689152
50	0.4061661	0.2145123	0.0406311	0.0268585	0.7151086	0.3943300	0.3917066	0.4983393	0.5389022	0.7848635
100	0.4483672	0.1324992	0.0205345	0.0108649	0.6854199	0.4168731	0.4309283	0.5276259	0.6684309	0.6426634
150	0.3617879	0.1273376	0.0160501	0.0343379	0.6044114	0.5552705	0.5115362	0.4256504	0.7910546	0.6727591
200	0.5113472	0.1567647	0.0404356	0.0582373	0.7419515	0.6052717	0.6388773	0.5356795	0.6203921	0.6423908
250	0.4866062	0.1250168	0.0396276	0.0584035	0.7147190	0.5142778	0.7727430	0.4597520	0.6641226	0.6043685
300	0.4898656	0.0813039	0.0170068	0.0399983	0.6750600	0.5885352	0.6130756	0.5079965	0.6989414	0.5933907
350	0.3733486	0.1784216	0.0121847	0.0382468	0.7059675	0.5361216	0.7075807	0.6020085	0.6783359	0.5641468
400	0.4264785	0.1784226	0.0332431	0.0387150	0.6035331	0.6135616	0.6353425	0.5105299	0.6213626	0.6569071
450	0.4324655	0.1522896	0.0274014	0.0572726	0.5078946	0.5811847	0.6023117	0.4980273	0.6761648	0.6879556
500	0.4294656	0.1301843	0.0186865	0.0472243	0.6266109	0.6151512	0.5839760	0.4886774	0.6980044	0.7039689
550	0.2143177	0.1422289	0.0274461	0.0236969	0.6143845	0.4921690	0.5041546	0.4641027	0.7078059	0.6809779
600	0.1477476	0.2060298	0.0599075	0.0654278	0.5694410	0.5673301	0.5303584	0.3602294	0.6904622	0.6503797
650	0.1494621	0.1761368	0.0370203	0.0725696	0.6804467	0.5035859	0.4939398	0.3243945	0.6612928	0.6693429
700	0.1216487	0.1790605	0.0197843	0.0227908	0.6285913	0.5401931	0.4199863	0.3935492	0.5694988	0.6640775
750	0.1971313	0.1519612	0.0471216	0.0538883	0.6264519	0.4536440	0.3528086	0.3855587	0.6817817	0.6204441
800	0.1506338	0.1871820	0.0662936	0.0229382	0.6657060	0.4473667	0.4028847	0.4310033	0.6758668	0.6627629
850	0.1452082	0.1536675	0.0534179	0.0429182	0.7124924	0.4550564	0.3898229	0.4385944	0.7319084	0.6192455
900	0.1278276	0.1322338	0.0169843	0.0320514	0.7366315	0.3498775	0.4017230	0.3653869	0.7025630	0.7214194
950	0.2130990	0.2023296	0.0183775	0.0297051	0.6742274	0.3973547	0.4516100	0.3041680	0.6400256	0.6550096
1000	0.1951656	0.1728970	0.0171684	0.0451651	0.7112805	0.5267001	0.4582144	0.3689419	0.6891016	0.6024265

0	0.2215714	0.1714714	0.0373078	0.0244471	0.6813499	0.4894417	0.3548041	0.3086422	0.6297721	0.7278197
50	0.1779469	0.3026798	0.0130146	0.0408577	0.7616195	0.3725741	0.3609953	0.5729071	0.6327704	0.5501631
100	0.1693906	0.2185596	0.0454531	0.0376551	0.7460329	0.6226054	0.6384619	0.5959486	0.6059488	0.7442767
