YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0.4148855	0.7242263	0.1415901	0.3436006	0.2653866	0.4420636	0.5497689	0.5994830	0.8139080	1.1243358
0.2406698	0.7986061	0.3000683	0.1299275	0.1655196	0.1145960	0.5478395	0.7461420	0.8245859	0.9526994
0.3675116	0.6127353	0.5278520	0.3868285	0.2423203	0.0842970	0.7113115	0.7541723	0.7995204	0.7534470
0.7888525	0.4307533	0.7906171	0.6697458	0.3096146	0.5631415	0.5495498	0.7992786	0.5314197	0.7951726
0.7701301	0.5535327	0.3129832	0.6416581	0.2853362	0.2974605	0.6746544	0.5912406	0.8114724	0.8490959
0.4490906	0.7524864	0.8622567	0.9178797	0.6257113	0.3037652	0.8311489	0.7680521	0.5266353	0.9381972
0.4209136	0.6243700	0.4303943	0.5586020	0.2550112	0.2042361	0.4931741	0.7957945	0.7784185	0.9078600
0.4113397	0.5884212	0.4233504	0.4605296	0.0747365	0.2946861	0.6353374	0.8220540	0.7569654	0.9257703
0.5173751	0.6725968	0.0004685	0.0080770	0.0588956	0.3384925	0.6402769	0.9416379	0.9238624	1.0592100
0.6581965	0.5378912	0.3247768	0.0096158	0.0673101	0.6260272	0.6907333	0.8940033	0.9813330	0.9755923
