YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C
0.6111088	0.7550052	0.5116654	0.8458462	0.1361107	0.3341087	0.8467012	0.2773599	0.6889811	0.8975598
0.4665303	1.0443293	0.5433439	0.4981506	0.6046304	0.4906525	0.4603766	0.2881358	0.6552215	1.0971555
0.5339844	0.9678159	0.4201895	0.8333301	0.2993531	0.0679998	0.6185396	0.3276611	0.4850401	1.0257581
0.7879434	0.2252248	0.6154573	0.8689309	0.2212624	0.4405931	0.6628437	0.4183596	0.5307189	0.8382828
0.5260155	1.0477040	0.4893348	0.7881484	0.2906640	0.5063965	0.5535365	0.4914006	0.3924991	0.5301579
0.4398223	0.9415341	0.3591893	0.8241743	0.2467535	0.5304646	0.6437876	0.3841196	0.5760208	0.9475317
0.6094370	1.0859838	0.3462084	0.8213076	0.2716514	0.5456081	0.6301582	0.2967818	0.6602424	0.8700469
0.4551970	0.9718880	0.1977557	0.7339031	0.2359967	0.5206098	0.6651478	0.2973512	0.4379307	0.6147803
0.2256269	0.8084748	0.6195445	0.5693674	0.5068045	0.7944647	0.2821879	0.3493301	0.5421400	0.7478531
0.5811048	0.8578502	0.5536070	0.5929473	0.5085324	0.5473784	0.3319895	0.3076966	0.4999098	0.9506781
