YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0.0000000	0.2342176	0.6401873	0.6787155	0.4681881	0.0000000	0.5859046	0.7811043	0.3726942	0.7882326
0.0000000	0.0000000	0.7002174	0.7305268	0.5476455	0.0210734	0.3917047	0.7792434	0.3275265	0.6023047
0.0000000	0.4429413	0.0000000	0.7736257	0.4018331	0.0074016	0.5737140	0.7649595	0.4754337	0.8157723
0.0000000	0.1992319	0.8751686	0.6380598	0.3631069	0.0215979	0.0687625	0.0000000	0.4460977	0.8367216
0.0000000	0.2209192	0.7245259	0.8131240	0.7394933	0.0488932	0.4476591	0.7302565	0.0000000	0.7780943
0.0000000	0.2236208	0.6736370	0.4971187	0.5337645	0.0182283	0.6473482	0.6985630	0.3601771	0.0000000
0.6554841	0.0000000	0.1012536	0.0551340	0.0630798	0.0000000	0.3764502	0.9426817	0.7368885	0.6705553
0.7875681	0.0000000	0.0880333	0.1891456	0.1303177	0.5113509	0.4394870	0.4945260	0.5634879	0.0000000
0.4673978	0.6116359	0.7795695	0.8610595	0.7856920	0.0000000	0.5214095	0.8771217	0.0000000	0.7051841
0.3199396	0.6623437	0.0665639	0.0875086	0.0889107	0.0000000	0.4715875	0.6774002	0.6933464	0.0000000
