YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C	YPL248C
0.5250780558977208	0.0	0.0	-0.04031343525275588	0.0	0.0	-0.5046621297951788	0.0	0.0	0.0
0.0	0.0	-0.8997994072269648	0.0	0.0	0.2712807204242666	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.38181627454644634	-0.4352889896836132	-0.1293821611907333	0.0	0.0
0.0	0.0	0.0	0.0	-0.3127763429656625	0.0	0.0	-0.07669260748662055	-0.22408658522181213	0.0
0.627095694171258	0.12472109033571359	-0.8926948932930827	0.0	0.0	0.0	0.0	0.0	0.0	-0.09533170145004988
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.32136852595209403	0.1632663877944815	0.0	-0.9736872997600585	0.0	0.0	0.0	0.0	-0.17893520556390285	0.0
0.0	0.8662986327226626	0.0	-0.45487395278178155	-0.0029047082643955946	0.0	-0.8734804806299508	0.0	0.0	-0.49013696936890483
0.0	0.0	0.0	-0.5114176566712558	-0.19024120550602674	0.0	-0.8087673545815051	0.0	-0.5458344423677772	0.0
0.0	0.0	0.0	-0.3897626977413893	0.0	0.0	0.0	0.0	0.0	0.0
