YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W
0.4981954	0.3930429	0.4837809	0.9910016	0.1115373	0.6833503	0.9173683	0.4406940	0.9564413	0.2257101
0.9801332	0.1969255	0.4819258	0.9910878	0.1109044	0.6883538	0.9282030	0.5042971	0.8874427	0.3101742
0.9990306	0.6827430	0.2405693	0.9911281	0.1106511	0.6901829	0.9320324	0.5308007	0.9903389	0.1400377
0.9962897	0.3939380	0.4817286	0.4956335	0.1108424	0.6887596	0.9289780	0.5091653	0.9557732	0.2268377
0.9962897	0.3939384	0.4817270	0.9979783	0.0554321	0.6887673	0.9289998	0.5093316	0.9565106	0.2255113
0.9932384	0.3076234	0.6927185	0.9682352	0.2018075	0.3442613	0.9284917	0.5059748	0.9324751	0.2607258
0.9932725	0.3080880	0.6910633	0.9685681	0.2008132	0.3463051	0.4642462	0.5059707	0.9328167	0.2604307
0.9960389	0.3830853	0.4995510	0.9900948	0.1165285	0.6508333	0.8552252	0.2544168	0.9542329	0.2295242
0.9963299	0.3963203	0.4772814	0.9913222	0.1094156	0.6992426	0.9514890	0.7252574	0.4783905	0.2248644
0.9962933	0.3942260	0.4809862	0.9911310	0.1105847	0.6909100	0.9338117	0.5447322	0.9951669	0.1127816
