YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C
0.0	-0.6935006973799318	0.0	0.0	0.0	-0.8087660933379084	0.0	0.0	0.0	0.0
0.7178808317330436	-0.03132031881250441	0.0	0.0	0.0	-0.6140933700371534	0.0	0.0	-0.5556720187887549	0.0
0.0	0.0	0.0	0.0	-0.3770715387072414	-0.5600528370123357	0.0	0.5498303152176368	0.0	0.0
0.16935636538981957	-0.8872987194918096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.7154103310313076	0.36551281198923996	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.10970223159529269	0.0	0.0	-0.747137009864673	-0.8625541196670383	-0.6410335588734597	0.19572522565934833	0.0	0.0
0.9326965067812012	0.0	0.4097684760956984	-0.3453913535922766	0.0	0.0	0.0	0.0	-0.931282208301127	-0.16475618327967823
0.0	0.0	0.10408951522847228	-0.5578364124521613	-0.8454123074188828	0.0	0.0	0.0	-0.31808192702010274	0.0
0.0	-0.4346567315515131	0.001520470195166393	-0.3947424553334713	0.0	-0.5572967063635588	-0.24382303236052394	0.0	0.0	-0.35816675587557256
0.0	0.0	0.29412817786512485	-0.1278624355327338	0.0	-0.12565178074873984	-0.10570691572502255	0.0	0.0	0.0
