"Time"	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W

0	0.0194121	0.9371487	0.3240571	0.4489031	0.7281205	0.3575195	1.0260981	0.2992752	0.5689016	1.0427640
50	0.0046009	0.9904885	0.3687948	0.3496278	0.5979777	0.1515374	0.9430466	0.2623416	0.7507448	0.9988943
100	0.0064264	0.9982418	0.3191247	0.3214265	0.2987205	0.0622161	0.9878953	0.3067827	0.9358160	1.0507233
150	0.0059842	1.0437148	0.2622469	0.2129925	0.1666598	0.0355558	0.9851444	0.3351376	0.9073664	1.0123428
200	0.0048404	0.9725487	0.2306651	0.1153798	0.0384243	0.0282546	1.0067861	0.3116684	0.9059295	1.0843553
250	0.0029956	0.9988873	0.1664542	0.0704215	0.0161841	0.0210050	1.0772463	0.4181428	0.8702946	1.0482838
300	0.0050919	1.0244298	0.1561824	0.0745425	0.0079281	0.0256932	1.0717075	0.3798703	0.8630028	1.0915953
350	0.0034313	0.9699010	0.1181132	0.1445457	0.0092105	0.0212853	1.0382139	0.3622373	0.8643261	1.0906376
400	0.0050795	0.9861875	0.1116724	0.1532323	0.0096281	0.0412899	0.9819110	0.4666441	0.8558411	1.0062855
450	0.0051538	0.9566168	0.1161222	0.1348544	0.0211912	0.0336340	1.0664659	0.4166757	0.9529218	0.9332781
500	0.0093847	0.9020263	0.1106922	0.1435576	0.0115263	0.0218110	1.0681855	0.4039722	0.9498160	1.0048523
550	0.0222969	1.0820150	0.1344731	0.3747809	0.1065394	0.2683775	1.0061042	0.4234207	0.7653931	0.9934286
600	0.0195029	1.0209939	0.1952281	0.3111099	0.3665352	0.2950709	0.9637116	0.3901242	0.7178946	1.0560337
650	0.0238393	1.0584413	0.1994265	0.1937300	0.4904487	0.3510781	1.0074205	0.3355115	0.6812391	0.9752284
700	0.0164453	1.0190582	0.2058032	0.2347024	0.6297834	0.3693069	1.0318060	0.3415483	0.6430491	1.0122989
750	0.0260740	0.9707993	0.1631064	0.2768421	0.8672441	0.3855723	1.0025307	0.3152146	0.5890459	1.0167314
