YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C
0.0000000	0.4026463	1.0000000	0.4538434	0.0820271	0.3227484	0.8131523	0.9999891	0.0159043	0.0815240
1.0000000	0.0000000	1.0000000	0.4629114	0.1782008	0.9962077	0.0448384	0.9532488	0.7660998	0.7584403
0.2957747	0.9999996	0.0000001	0.4629950	0.0779113	0.2688452	0.9230043	0.9999892	0.0158602	0.0796981
0.7103870	0.4026463	1.0000000	0.0000000	0.0393499	0.3227484	0.8131523	0.9999891	0.0159043	0.0815240
0.7103870	0.4026463	1.0000000	0.6795029	0.0000001	0.3227484	0.8131523	0.9999891	0.0159043	0.0815240
0.7103870	0.4026463	1.0000000	0.6722232	0.0393524	0.0000006	0.8131523	0.9999891	0.0159043	0.0815240
0.7103870	0.4026463	1.0000000	0.4413209	0.1554285	1.0000000	0.0000000	0.9531829	0.9057481	1.0000000
0.7103870	0.4026463	1.0000000	0.5483236	0.1097062	0.2383546	1.0000000	0.0000000	0.0158384	0.0787561
0.7103870	0.4026463	1.0000000	0.5253947	0.1185915	0.3227484	0.8131523	1.0000000	0.0000007	0.0815240
0.7103870	0.4026463	1.0000000	0.5254079	0.1185962	0.3227484	0.8131523	0.9999901	0.0153818	0.0000002
