YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C
0.0790198	0.4252243	0.0435913	0.9999903	0.0633458	0.8590500	0.4420212	0.1596331	0.0221351	0.0377056
0.0248599	0.2126122	0.0435913	0.9999903	0.0633458	0.8590501	0.4420211	0.1596331	0.0221351	0.0377056
0.1387823	0.4089687	0.0217993	0.9999904	0.0629716	0.8615889	0.4378936	0.1568636	0.0219895	0.0377048
0.8156110	0.8993828	0.3053705	0.4999892	0.0941177	0.6440982	0.7321474	0.5186279	0.0335605	0.0378189
0.1579797	0.4252220	0.0435910	0.9999976	0.0316770	0.8590499	0.4420212	0.1596331	0.0221351	0.0377056
0.1579914	0.4252331	0.0435926	0.9999621	0.1279175	0.4295385	0.4420213	0.1596333	0.0221351	0.0377056
0.1579792	0.4252219	0.0435910	0.9999979	0.0304268	0.9702529	0.2210205	0.1596331	0.0221351	0.0377056
0.1579802	0.4252227	0.0435911	0.9999953	0.0446199	0.9424929	0.2936125	0.0798167	0.0221351	0.0377056
0.1579799	0.4252225	0.0435911	0.9999960	0.0410061	0.9513742	0.2728828	0.0707271	0.0110674	0.0376680
0.1579789	0.4252216	0.0435909	0.9999985	0.0631114	0.8606733	0.4392907	0.1577451	0.0220353	0.0188657
