"Time"	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C

0	0.6890736	0.3010304	0.4182068	0.7045901	0.8106446	0.2346963	0.8816680	0.4350197	0.7624213	0.9642304
50	0.6769532	0.2666300	0.7861777	0.5619850	0.9876345	0.0418031	0.9285697	0.6447864	0.7459239	1.0225077
100	0.5280037	0.2202427	0.9295269	0.5104527	1.0744331	0.0105560	0.9844634	0.5372829	0.6914488	1.0553528
150	0.5272884	0.1689643	0.9540171	0.4281886	0.9875193	0.0050157	0.9050798	0.4480827	0.7157283	1.0609248
200	0.5244336	0.1716469	0.9664208	0.5534933	1.0420775	0.0000000	0.9727380	0.4004679	0.7555993	1.0314682
250	0.5075412	0.1628187	1.0543130	0.5645201	1.0307529	0.0026196	0.9575396	0.4038844	0.7735985	1.0136558
300	0.5171433	0.1198329	0.9881583	0.4734198	1.0070877	0.0053274	0.9555343	0.5114470	0.7792042	1.0106291
350	0.4387634	0.1205341	0.9667637	0.4832488	1.0347793	0.0051323	0.8477973	0.4930512	0.7996512	0.9882418
400	0.4873040	0.1142830	0.9827393	0.4997918	0.9627955	0.0153326	0.8548424	0.5373977	0.7220410	1.0181767
450	0.5174793	0.1489717	0.9654111	0.4702733	1.0540428	0.0082992	0.9302454	0.5156400	0.7611643	0.9653069
500	0.4723662	0.1378091	0.9196380	0.4825001	1.0441860	0.0117001	0.8872954	0.4189909	0.7364453	0.9438870
550	0.4778837	0.1401161	0.4659087	0.4751568	1.0142128	0.1985669	0.8752712	0.3998377	0.6619020	1.0256647
600	0.4258486	0.1378251	0.4138188	0.5511975	0.8632772	0.1682042	0.9288719	0.3369979	0.7106059	0.9973229
650	0.5156480	0.1279804	0.3179364	0.5587326	0.9212700	0.1501373	0.9766375	0.4315377	0.7616118	1.0642009
700	0.5676266	0.1342827	0.2968939	0.5140550	0.8872410	0.1893786	0.9800830	0.4788386	0.6999026	1.0587315
750	0.4904833	0.1756674	0.3456395	0.6350605	0.8895997	0.1817957	0.9866968	0.3606835	0.7979132	1.0372407
800	0.5399930	0.1480317	0.3776532	0.6114709	0.8697744	0.1661082	0.9815325	0.4900439	0.8614969	0.9943388
850	0.5537710	0.1662891	0.3698183	0.6237303	0.8857621	0.1379554	0.9681882	0.5869585	0.8570902	1.0464213
900	0.5820226	0.1757949	0.3278370	0.6308752	0.8386928	0.1892161	0.8971901	0.5948179	0.8348669	1.0382331
950	0.5814519	0.2174653	0.3673529	0.5760052	0.8111697	0.2164158	0.9244234	0.6580834	0.8645413	0.9814656
1000	0.5705434	0.1982636	0.4835185	0.5741227	0.8135411	0.2263398	0.8805117	0.6114868	0.8464587	1.0013358

0	0.6890736	0.3010304	0.4182068	0.7045901	0.8106446	0.2346963	0.8816680	0.4350197	0.7624213	0.9642304
50	0.5654088	0.2613926	0.4397565	0.5610021	0.8568838	0.2434788	0.8775443	0.5320503	0.9185186	1.0335805
100	0.5751382	0.1958951	0.3742506	0.4617702	0.8999219	0.2163861	0.8179228	0.5648682	0.8350078	1.0293133
150	0.5308073	0.1880280	0.2975586	0.4883284	0.7657486	0.2232057	0.9288032	0.5805669	0.9531220	0.9779521
200	0.5516159	0.2200408	0.2974343	0.5392032	0.8014350	0.2085572	0.8945274	0.6061425	0.8353124	0.9782988
250	0.5956301	0.1756787	0.2537527	0.5325245	0.8316832	0.2286617	0.9510014	0.5528031	0.9143210	0.9660705
300	0.6773030	0.2404702	0.2879808	0.5136699	0.8253961	0.2273683	0.8559550	0.5292937	0.9391872	0.9793831
350	0.6971101	0.2712793	0.2968011	0.5839862	0.6256674	0.1974047	0.8259502	0.5982404	0.8723364	0.9827976
400	0.7040069	0.3793283	0.3226415	0.6710712	0.6879929	0.2097807	0.8971862	0.5754235	0.9403429	0.9800287
450	0.6325304	0.3711331	0.3416777	0.6015223	0.6653011	0.2440079	0.8732495	0.6247744	0.8601511	0.9316347
500	0.6810346	0.3487856	0.3435071	0.6406466	0.7037890	0.2302308	0.8665976	0.6420213	0.8503187	1.0482822
550	0.6709396	0.4166092	0.3340308	0.7639241	0.7370105	0.1972062	0.8717832	0.6500767	0.8530674	1.0449217
600	0.6864423	0.3791509	0.4136672	0.7438529	0.7006595	0.1870837	0.8831265	0.5862654	0.8072489	1.0196817
650	0.6848609	0.3509968	0.4204874	0.7994691	0.6890955	0.2090704	0.8520183	0.4775329	0.7498508	1.0731564
700	0.7563027	0.3617882	0.4909025	0.8352956	0.9219378	0.1974256	0.9335565	0.4334478	0.8501815	1.0459653
750	0.5850338	0.2567177	0.5324691	0.5718538	0.9034079	0.2016295	0.8928782	0.5561001	0.8893498	1.0217228
800	0.5192382	0.2188015	0.4819238	0.5902632	0.8150344	0.1975704	0.9459443	0.4804727	0.8354096	1.0167485
850	0.5315574	0.1871416	0.4486939	0.5849362	0.8141883	0.2405687	0.9410993	0.4967875	0.8077702	0.9955532
900	0.5867794	0.1721029	0.3543291	0.7038552	0.6532238	0.1853055	0.9040732	0.5411894	0.8270173	1.0278320
950	0.6507111	0.2276712	0.4496356	0.7160626	0.7243749	0.1969476	0.9096938	0.4747794	0.7528514	1.0164492
1000	0.7190999	0.2560840	0.4695175	0.7548618	0.5497856	0.2441028	0.8213139	0.5022160	0.7170612	0.9140218

0	0.6890736	0.3010304	0.4182068	0.7045901	0.8106446	0.2346963	0.8816680	0.4350197	0.7624213	0.9642304
50	0.4566101	0.2744648	0.7780559	0.6975247	0.2935994	0.2076912	0.9333575	0.4315550	0.8055240	0.9767737
100	0.4462846	0.5914636	0.9196382	0.8494861	0.1901057	0.2106734	0.9150311	0.4264539	0.7339285	0.9867362
150	0.5229850	0.7975671	0.9192979	0.9252462	0.1271011	0.1766873	1.0315769	0.3921740	0.6895618	0.9877366
200	0.4817799	0.9405521	0.9879317	0.8474076	0.1510427	0.1732677	1.0251665	0.3397060	0.7341707	1.0176932
250	0.4865909	1.0224582	1.0899387	0.9111479	0.1390770	0.1964964	0.8965576	0.3823754	0.8533564	1.0188127
300	0.4743437	1.0155549	0.9918691	0.8442438	0.1233039	0.1779099	0.9487153	0.4264686	0.7666749	1.0000154
350	0.5276488	1.0545122	1.0595237	0.8898656	0.1508625	0.1866570	0.9321147	0.5246514	0.8302273	1.0108800
400	0.5519866	0.9831275	0.9512444	0.8506556	0.1143065	0.1690818	1.0030547	0.4629095	0.7890116	1.0849937
450	0.5211512	0.9785461	0.8780576	0.8828002	0.1287965	0.2136879	0.9693625	0.4711938	0.8784682	0.9703182
500	0.4934381	0.9692562	1.0062318	0.8997775	0.1270379	0.2184022	0.9342857	0.4875288	0.8199574	0.9688477
550	0.8638274	0.9253696	0.6309529	0.9394836	0.7073932	0.2180053	0.9598917	0.5536058	0.7533264	0.9623255
600	0.7844927	0.7023527	0.5560397	0.9788305	0.7564356	0.1670170	0.9058357	0.4090041	0.7690190	0.8946664
650	0.7377908	0.4773841	0.5817788	0.8146265	0.7736032	0.1901609	0.9232414	0.4145156	0.8786007	0.9116311
700	0.6697877	0.3778260	0.5163530	0.6527853	0.8726690	0.2129914	0.8373902	0.4988973	0.7896085	0.9487714
750	0.6304888	0.2678430	0.4559944	0.6271385	0.9090444	0.2168485	0.9449255	0.4751040	0.7953890	1.0540021
