YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C
0.3551935	0.4026463	1.0000000	0.4884285	0.0978915	0.3227484	0.8131523	0.9999891	0.0159043	0.0815240
0.9111330	0.2013231	1.0000000	0.5214335	0.1378512	0.4170443	0.6694852	0.9999889	0.0160072	0.0853673
0.4907103	0.6422744	0.5000002	0.4876833	0.0911726	0.2885215	0.8797164	0.9999891	0.0158754	0.0803387
0.7103870	0.4026463	1.0000000	0.3320803	0.0500890	0.3227484	0.8131523	0.9999891	0.0159043	0.0815240
0.7103870	0.4026463	1.0000000	0.6016386	0.0879347	0.3227484	0.8131523	0.9999891	0.0159043	0.0815240
0.7103870	0.4026463	1.0000000	0.5767414	0.0983940	0.1613742	0.8131523	0.9999891	0.0159043	0.0815240
0.7103870	0.4026463	1.0000000	0.4695548	0.1416657	0.6758748	0.4065762	0.9999872	0.0167917	0.1051494
0.7103870	0.4026463	1.0000000	0.5254996	0.1185468	0.3222562	0.8140781	0.5000313	0.0159039	0.0815061
0.7103870	0.4026463	1.0000000	0.5253727	0.1186108	0.3227484	0.8131523	0.9999986	0.0079553	0.0815240
0.7103870	0.4026463	1.0000000	0.5253746	0.1185964	0.3227484	0.8131523	0.9999900	0.0154172	0.0407631
