YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
0.3924605	0.4879356	0.9542703	0.6863521	0.6723211	0.3200497	0.6832811	0.6008259	0.6818760	1.0800750
0.8159278	0.2295068	0.9221058	0.6523879	0.3680261	0.7994671	0.2686386	0.6657650	0.6044507	0.9748231
0.4646093	1.0311275	0.4778740	0.9316731	0.7716487	0.1697620	0.9892105	0.1889477	0.6266215	1.0181857
0.5105826	1.0190788	0.5294782	0.4241603	0.7435308	0.1422449	1.0687509	0.2104360	0.6116099	1.0306082
0.6109958	0.7476151	0.7912674	0.4470342	0.3267269	0.2812633	0.8982591	0.4921330	0.6549328	0.9349466
0.7015823	0.5975669	0.9307077	0.5669478	0.3561185	0.2036025	0.5224659	0.6421082	0.6079336	0.9881116
0.6085094	0.6868460	0.8934212	0.5696970	0.3594962	0.5875452	0.4313442	0.4912440	0.7317606	1.0165385
0.6815271	0.5474910	0.8941092	0.7825818	0.8037538	0.1372362	1.0404082	0.3015044	0.6297870	0.9998811
0.6643832	0.6568776	0.8920552	0.5625450	0.3926075	0.6919357	0.4731288	0.5951990	0.3665283	1.0598218
0.7565840	0.4034388	0.9951674	0.6533383	0.3048584	0.6837510	0.2469104	0.6832054	0.4494209	0.4605316
