"Time"	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C

0	0.1419687	0.0555880	0.4333491	0.7656778	0.9994887	0.0122715	0.9373920	0.9328312	0.6959257	0.6504461
50	0.1420382	0.0556032	0.4333939	0.7656603	0.9995249	0.0076364	0.9374188	0.9328315	0.6958915	0.6503837
100	0.1420794	0.0556118	0.4334189	0.7656420	0.9996573	0.0036434	0.9374284	0.9328227	0.6958705	0.6503717
150	0.1421033	0.0556166	0.4334348	0.7656109	0.9997961	0.0018146	0.9374301	0.9328142	0.6958615	0.6503775
200	0.1421170	0.0556194	0.4334484	0.7655740	0.9998899	0.0010582	0.9374290	0.9328089	0.6958603	0.6503857
250	0.1421250	0.0556213	0.4334621	0.7655423	0.9999432	0.0007530	0.9374274	0.9328067	0.6958634	0.6503909
300	0.1421298	0.0556229	0.4334753	0.7655199	0.9999711	0.0006307	0.9374264	0.9328068	0.6958683	0.6503924
350	0.1421331	0.0556243	0.4334866	0.7655060	0.9999853	0.0005817	0.9374261	0.9328081	0.6958736	0.6503910
400	0.1421357	0.0556256	0.4334952	0.7654980	0.9999924	0.0005622	0.9374262	0.9328099	0.6958783	0.6503879
450	0.1421379	0.0556267	0.4335013	0.7654935	0.9999959	0.0005544	0.9374267	0.9328118	0.6958819	0.6503843
500	0.1421397	0.0556275	0.4335053	0.7654912	0.9999976	0.0005512	0.9374272	0.9328133	0.6958845	0.6503808
550	0.1421412	0.0556280	0.4335078	0.7654899	0.9999941	0.0051837	0.9374277	0.9328145	0.6958861	0.6503780
600	0.1421423	0.0556284	0.4335092	0.7654915	0.9999451	0.0091755	0.9374281	0.9328154	0.6958870	0.6503759
650	0.1421431	0.0556287	0.4335094	0.7655030	0.9998408	0.0110037	0.9374284	0.9328159	0.6958874	0.6503744
700	0.1421436	0.0556288	0.4335071	0.7655269	0.9997278	0.0117600	0.9374287	0.9328162	0.6958874	0.6503735
750	0.1421439	0.0556287	0.4335013	0.7655570	0.9996386	0.0120650	0.9374288	0.9328163	0.6958869	0.6503731
800	0.1421440	0.0556284	0.4334925	0.7655853	0.9995791	0.0121873	0.9374289	0.9328161	0.6958855	0.6503731
850	0.1421436	0.0556277	0.4334824	0.7656075	0.9995432	0.0122362	0.9374289	0.9328157	0.6958833	0.6503738
900	0.1421428	0.0556268	0.4334727	0.7656229	0.9995228	0.0122558	0.9374287	0.9328149	0.6958805	0.6503751
950	0.1421417	0.0556258	0.4334645	0.7656327	0.9995117	0.0122636	0.9374286	0.9328139	0.6958775	0.6503770
1000	0.1421403	0.0556249	0.4334584	0.7656385	0.9995058	0.0122668	0.9374283	0.9328128	0.6958747	0.6503792

0	0.1419687	0.0555880	0.4333491	0.7656778	0.9994887	0.0122715	0.9373920	0.9328312	0.6959257	0.6504461
50	0.2461198	0.0544630	0.3352061	0.7694424	0.8978107	0.0122690	0.9385743	0.9555069	0.7584126	0.6460364
