YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W
0.0000012	0.4840467	0.7855054	0.0864524	0.7888608	0.7494634	0.8542707	0.5293874	0.2080732	0.3137061
0.9999999	0.0000002	0.7620911	0.0883122	0.7565177	0.7039042	0.6844324	0.2217000	0.0334153	0.0097669
1.0000000	0.0161439	0.0000000	0.0883431	0.7563302	0.7038770	0.6844187	0.2216858	0.0337752	0.0131311
0.8884699	0.4805405	0.7764634	0.0000001	0.7764515	0.7311731	0.7794064	0.3404900	0.2088096	0.3143794
0.8915521	0.4773415	0.7683212	1.0000000	0.0000001	0.7155301	0.7226851	0.2604844	0.0342804	0.0170083
1.0000000	0.0189891	0.0082478	0.7068050	0.0461184	0.0000000	0.6844188	0.2216847	0.0338057	0.0133856
1.0000000	0.0226063	0.0158519	0.7028644	0.0467306	0.0431394	0.0000000	0.2216794	0.0339134	0.0142432
0.9998676	0.1267558	0.1648474	0.4600892	0.0964882	0.1895545	0.0632988	0.0000000	0.0414536	0.0487391
0.8877002	0.4814299	0.7788678	0.0869701	0.7797416	0.7360242	0.7984131	0.3764239	0.0000000	0.3121036
0.8914013	0.4773881	0.7683544	0.0878011	0.7652249	0.7155744	0.7228527	0.2606577	0.0328724	0.0000008
