YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C	YPL248C
0.3343708	0.2531772	0.2019154	0.6738039	0.7104582	0.3536700	0.6921026	0.7686788	0.8668407	0.7031676
0.5771540	0.1964999	0.1743325	0.6648794	0.7838137	0.3853015	0.8314052	0.6822511	0.9332757	0.6842035
0.4731440	0.2140811	0.1276985	0.6946632	0.7313547	0.3912640	0.5375679	0.8056859	0.7591656	0.7226116
0.7380463	0.5324813	0.3752037	0.3097026	0.7925523	0.4526630	0.6410538	0.6642050	0.7347732	0.7579475
0.5516063	0.3863811	0.1978725	0.8078225	0.3010270	0.4384908	0.6589965	0.8047353	0.6644734	0.6954410
0.6936032	0.3534121	0.2448997	0.6844686	0.7659827	0.1734029	0.7163727	0.8117603	0.7964552	0.8070213
0.6269445	0.3807700	0.2926866	0.7656947	0.8172302	0.1980282	0.3611813	0.7453446	0.7812087	0.7786211
0.7227585	0.4387732	0.2286205	0.7616376	0.6698629	0.3758281	0.7417136	0.3635273	0.7914747	0.7723068
0.6541096	0.3842397	0.2493597	0.6733375	0.7338760	0.3884768	0.7037724	0.7566677	0.3905054	0.7792201
0.7280587	0.3864853	0.2327153	0.6361207	0.7918214	0.4523664	0.7548249	0.7093474	0.8241358	0.4940801
