YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
0.0925816	0.2874864	0.2103288	0.9066524	0.9610602	0.0887604	0.9973809	0.2461422	1.0000000	1.0000000
0.1571084	0.1398814	0.2030067	0.8621692	0.6603284	0.2011092	0.9929393	0.2461422	1.0000000	1.0000000
0.0449805	0.1959799	0.1306027	0.8916591	0.8352879	0.1476931	0.9951448	0.2461422	1.0000000	1.0000000
0.7847494	0.3895949	0.3229655	0.4525087	0.9886465	0.0591338	0.9983997	0.2461422	1.0000000	1.0000000
0.1768247	0.2853329	0.2082820	0.8177399	0.4798706	0.0896813	0.9973462	0.2461422	1.0000000	1.0000000
0.1413964	0.2748302	0.1983308	0.9096501	0.9943690	0.0471431	0.9987863	0.2461422	1.0000000	1.0000000
0.2362795	0.2991446	0.2218304	0.7328171	0.2689357	0.3474952	0.4931874	0.2461422	1.0000000	1.0000000
0.1425706	0.2752081	0.1987167	0.9054735	0.9538600	0.0939762	0.9997645	0.1230738	1.0000000	1.0000000
0.1476579	0.2768560	0.2002934	0.8885342	0.8155651	0.1546590	0.7796870	0.7543031	0.5000000	1.0000000
0.1425155	0.2751939	0.1986781	0.9058734	0.9960004	0.0943959	0.9971791	0.2461422	1.0000000	0.5000006
